,Text,id,ch_start_tar,ch_end_tar,source_book_ms,book_count,cluster
41,0255Jahiz.FadlHashim,Shamela0010709BK4,5961,6161,21,1,278849
42,0654SibtIbnJawzi.MiratZaman,Sham19Y0023644,6374,6685,3976,1,77309713506
43,0845Maqrizi.NizacWaTakhasum,Shia003725,6374,6685,11,1,77309713506
44,0328IbnCabdRabbih.CiqdFarid,Shamela0023789,6374,6685,1143,1,77309713506
45,0656IbnAbiHadid.SharhNahjBalagha,Shia002185Vols,6704,7162,3252,1,163208937372
46,0845Maqrizi.NizacWaTakhasum,Shia003725,6704,7162,11,1,163208937372
47,0255Jahiz.FadlHashim,Shamela0010709BK4,6704,7162,24,1,163208937372
48,0656IbnAbiHadid.SharhNahjBalagha,Shia002185Vols,7417,7576,3253,1,94489487473
49,0845Maqrizi.NizacWaTakhasum,Shia003725,7417,7576,11,1,94489487473
50,0255Jahiz.FadlHashim,Shamela0010709BK4,7417,7576,24,1,94489487473
51,0845Maqrizi.NizacWaTakhasum,Shia003725,7438,7826,11,1,214748639710
52,0845Maqrizi.NizacWaTakhasum,Shia003725,7855,9251,12,1,180388876573
53,0845Maqrizi.KhabarCanBashar,MMS00013,8205,9310,1729,1,326417737728
54,0845Maqrizi.KhabarCanBashar,MMS00013,8227,9330,1729,1,68719755779
55,0597IbnJawzi.Muntazam,Shamela0012406,8227,9330,383,1,68719755779
56,0845Maqrizi.NizacWaTakhasum,Shia003725,8227,9330,12,1,68719755779
57,0942IbnYusufShami.SubulHuda,Shia003732Vols,8227,9330,290,1,68719755779
58,0292Yacqubi.Tarikh,JK001493,8227,9330,185,1,68719755779
59,0656IbnAbiHadid.SharhNahjBalagha,Shia002185Vols,8473,9271,3215,1,180388956262
60,0942IbnYusufShami.SubulHuda,Shia003732Vols,8473,9271,290,1,180388956262
61,0733Nuwayri.NihayatArab,Shamela0010283,8722,9291,3122,1,51539840232
62,0230IbnSacd.TabaqatKubra,ShamAY0035884,8722,9291,52,1,51539840232
63,0656IbnAbiHadid.SharhNahjBalagha,Shia002185Vols,8722,9291,3215,1,51539840232
64,0845Maqrizi.KhabarCanBashar,MMS00013,8722,9291,1729,1,51539840232
65,0597IbnJawzi.Muntazam,Shamela0012406,8722,9291,383,1,51539840232
66,0845Maqrizi.NizacWaTakhasum,Shia003725,8722,9291,12,1,51539840232
67,0942IbnYusufShami.SubulHuda,Shia003732Vols,8722,9291,290,1,51539840232
68,0634AbuRabicHimyari.Iktifa,Shamela0009770,8722,9291,87,1,51539840232
69,0560WazirIbnHubayraShaybani.Ifsah,Sham19Y0013572,8722,9291,1149,1,51539840232
70,0363QadiNucman.ManaqibWaMathalib,EShia0086596,8722,9291,17,1,51539840232
71,0845Maqrizi.KhabarCanBashar,MMS00013,9355,9649,1729,1,180388876581
72,0845Maqrizi.NizacWaTakhasum,Shia003725,9355,9649,12,1,180388876581
73,0942IbnYusufShami.SubulHuda,Shia003732Vols,9355,9649,290,1,180388876581
74,0634AbuRabicHimyari.Iktifa,Shamela0009770,9355,9649,87,1,180388876581
75,0845Maqrizi.NizacWaTakhasum,Shia003725,9669,11167,13,1,68719530748
76,0630IbnAthirCizzDin.Kamil,JK000911,9695,10155,457,1,68719860397
77,0733Nuwayri.NihayatArab,Shamela0010283,9695,10155,525,1,68719860397
78,0654SibtIbnJawzi.MiratZaman,Sham19Y0023644,9695,10155,905,1,68719860397
79,0942IbnYusufShami.SubulHuda,Shia003732Vols,9695,10155,291,1,68719860397
80,0421AbuSacdAbi.NathrDurr,Shamela0007853,9695,10155,985,1,68719860397
81,0845Maqrizi.NizacWaTakhasum,Shia003725,9844,10849,13,1,60129869148
82,0656IbnAbiHadid.SharhNahjBalagha,Shia002185Vols,10389,11148,3213,1,68719530750
83,0845Maqrizi.NizacWaTakhasum,Shia003725,10389,11148,13,1,68719530750
84,0255Jahiz.FadlHashim,Shamela0010709BK4,10389,11148,7,1,68719530750
85,0656IbnAbiHadid.SharhNahjBalagha,Shia002185Vols,10753,10989,3213,1,68719530756
86,0845Maqrizi.NizacWaTakhasum,Shia003725,10753,10989,13,1,68719530756
87,0363QadiNucman.ManaqibWaMathalib,EShia0086596,10753,10989,30,1,68719530756
88,0255Jahiz.FadlHashim,Shamela0010709BK4,10753,10989,7,1,68719530756
89,0845Maqrizi.NizacWaTakhasum,Shia003725,11192,11499,13,1,68719530754
90,0845Maqrizi.NizacWaTakhasum,Shia003725,11477,12820,14,1,188978765622
91,0654SibtIbnJawzi.MiratZaman,Sham19Y0023644,12221,12840,1079,1,34359818489
92,0845Maqrizi.ImtacAsmac,Masaha001864Vols,12221,12840,2183,1,34359818489
93,0845Maqrizi.ImtacAsmac,Masaha001864Vols,12221,12840,2184,1,34359818489
94,0207Waqidi.Maghazi,Shamela0023680,12221,12840,86,1,34359818489
95,0656IbnAbiHadid.SharhNahjBalagha,Shia002185Vols,12221,12840,2981,1,34359818489
96,0537AbuHafsNasafi.TaysirFiTafsir,Meshkat00057178,12221,12840,1652,1,34359818489
97,0538JarAllahZamakhshari.RabicAbrar,Masaha002979Vols,12221,12840,76,1,34359818489
98,0279Baladhuri.AnsabAshraf,Shamela0009773,12221,12840,111,1,34359818489
99,0748Dhahabi.Muhadhdhab,Sham19Y0146127,12221,12840,3115,1,34359818489
100,0458Bayhaqi.SunanKubra,Sham19Y0148486,12221,12840,5683,1,34359818489
101,0804IbnMulaqqin.BadrMunir,Shamela0005922,12221,12840,2786,1,34359818489
102,0845Maqrizi.NizacWaTakhasum,Shia003725,12221,12840,14,1,34359818489
103,0695AbuBarakatIbnMunajja.MumticFiSharhMuqnic,Sham19Y0020699,12221,12840,2201,1,34359818489
104,0728IbnTaymiyya.SarimMaslul,JK000370,12221,12840,119,1,34359818489
105,0728IbnTaymiyya.SarimMaslul,JK000370,12221,12840,120,1,34359818489
106,0756TaqiDinSubki.SayfMaslul,Sham19Y0017816,12221,12840,119,1,34359818489
107,0845Maqrizi.NizacWaTakhasum,Shia003725,12865,13213,14,1,188978765624
108,0654SibtIbnJawzi.MiratZaman,Sham19Y0023644,13088,13711,1988,1,60129799285
109,0845Maqrizi.NizacWaTakhasum,Shia003725,13088,13711,15,1,60129799285
110,0845Maqrizi.NizacWaTakhasum,Shia003725,13233,14520,15,1,60129799283
111,0654SibtIbnJawzi.MiratZaman,Sham19Y0023644,14545,14842,1988,1,263814
112,0845Maqrizi.ImtacAsmac,Masaha001864Vols,14545,14842,3430,1,263814
113,0845Maqrizi.ImtacAsmac,Masaha001864Vols,14545,14842,5708,1,263814
114,0911Suyuti.JamicKabir,Sham19Y0127677,14545,14842,19210,1,263814
115,0852IbnHajarCasqalani.IsabaFiTamyiz,JK000533,14545,14842,534,1,263814
116,0279Baladhuri.AnsabAshraf,Shamela0009773,14545,14842,1618,1,263814
117,0407IbnMuhammadKharkushi.SharafMustafa,Shamela0023644,14545,14842,924,1,263814
118,0845Maqrizi.NizacWaTakhasum,Shia003725,14545,14842,15,1,263814
119,0304HasanUtrush.Ihtisab,Zaydiyya0000455,14545,14842,45,1,263814
120,0279Baladhuri.AnsabAshraf,Shamela0009773,14670,14913,114,1,263815
121,0656IbnAbiHadid.SharhNahjBalagha,Shia002185Vols,15018,15466,3238,1,263813
122,0845Maqrizi.NizacWaTakhasum,Shia003725,15018,15466,16,1,263813
123,0255Jahiz.FadlHashim,Shamela0010709BK4,15018,15466,12,1,263813
124,0845Maqrizi.NizacWaTakhasum,Shia003725,15070,16245,16,1,263811
125,0463KhatibBaghdadi.MuttafiqWaMuftariq,Shamela0009076,15600,15802,69,1,263816
126,0845Maqrizi.NizacWaTakhasum,Shia003725,16265,16671,16,1,360777593537
127,0845Maqrizi.NizacWaTakhasum,Shia003725,16649,18016,17,1,223338408852
128,0654SibtIbnJawzi.MiratZaman,Sham19Y0023644,17127,17887,1172,1,41047
129,0654SibtIbnJawzi.MiratZaman,Sham19Y0023644,17127,17887,1173,1,41047
130,0845Maqrizi.ImtacAsmac,Masaha001864Vols,17127,17887,204,1,41047
131,0845Maqrizi.ImtacAsmac,Masaha001864Vols,17127,17887,205,1,41047
132,0207Waqidi.Maghazi,Shamela0023680,17127,17887,369,1,41047
133,0279Baladhuri.AnsabAshraf,Shamela0009773,17127,17887,285,1,41047
134,0845Maqrizi.NizacWaTakhasum,Shia003725,17127,17887,17,1,41047
135,0942IbnYusufShami.SubulHuda,Shia003732Vols,17127,17887,1861,1,41047
136,0845Maqrizi.NizacWaTakhasum,Shia003725,18042,18223,17,1,223338408856
137,0463IbnCabdBarr.IsticabFiMacrifatAshab,JK000778,18111,19797,1104,1,103079331121
138,0845Maqrizi.KhabarCanBashar,MMS00013,18111,19797,1948,1,103079331121
139,0845Maqrizi.NizacWaTakhasum,Shia003725,18111,19797,18,1,103079331121
140,0656AbuCabbasAnsariQurtubi.Mufhim,Sham19Y0132524,18503,18981,2659,1,103079331135
141,0845Maqrizi.NizacWaTakhasum,Shia003725,18503,18981,18,1,103079331135
142,0463IbnCabdBarr.IsticabFiMacrifatAshab,JK000778,18654,19252,1104,1,103079331124
143,0362AbuFarajIsbahani.Aghani,JK000927,18654,19252,1377,1,103079331124
144,0845Maqrizi.KhabarCanBashar,MMS00013,18654,19252,1948,1,103079331124
145,0562IbnHamdun.TadhkiraHamduniyya,Shamela0010646,18654,19252,2109,1,103079331124
146,0845Maqrizi.NizacWaTakhasum,Shia003725,18654,19252,18,1,103079331124
147,0697IbnWasil.TajridAghani,Kraken22021606121201,18654,19252,613,1,103079331124
148,0842IbnNasirDinDimashqi.JamicAthar,ShamAY0034447,19161,19364,1555,1,103079331131
149,0845Maqrizi.NizacWaTakhasum,Shia003725,19161,19364,18,1,103079331131
150,0279Baladhuri.AnsabAshraf,Shamela0009773,19563,19777,2634,1,103079331126
151,0845Maqrizi.NizacWaTakhasum,Shia003725,19563,19777,18,1,103079331126
152,0845Maqrizi.NizacWaTakhasum,Shia003725,19823,20039,18,1,103079331130
153,0845Maqrizi.NizacWaTakhasum,Shia003725,20019,21502,19,1,8590267232
154,0279Baladhuri.AnsabAshraf,Shamela0009773,20580,21041,279,1,154619150611
155,0279Baladhuri.AnsabAshraf,Shamela0009773,21526,21958,91,1,8590267235
156,0845Maqrizi.NizacWaTakhasum,Shia003725,21526,21958,19,1,8590267235
157,0845Maqrizi.NizacWaTakhasum,Shia003725,21770,23184,20,1,214748561045
158,0845Maqrizi.NizacWaTakhasum,Shia003725,23210,23493,20,1,103079230505
159,0855BadrDinCayni.CumdatQari,Shamela0005756,23821,24021,9330,1,103079230506
160,0845Maqrizi.NizacWaTakhasum,Shia003725,24895,25224,21,1,292057956997
161,0845Maqrizi.NizacWaTakhasum,Shia003725,25202,26620,22,1,146029221655
162,0786IbnMuhammadBabarti.CinayaSharhHidaya,JK011690BK2,25449,25949,1266,1,34360108070
163,0861IbnHumam.SharhFathQadir,JK000299,25449,25949,2863,1,34360108070
164,0319IbnMundhirNaysaburi.AwsatFiSunan,ShamAY0034282,25449,25949,1087,1,34360108070
165,0319IbnMundhirNaysaburi.AwsatFiSunan,ShamAY0034282,25449,25949,1716,1,34360108070
166,0844IbnHusaynIbnRaslanRamli.SharhSunanAbiDawud,Sham19Y0131521,25449,25949,4203,1,34360108070
167,0275AbuDawudSijistani.Sunan,Shamela0117359,25449,25949,724,1,34360108070
168,0845Maqrizi.NizacWaTakhasum,Shia003725,25449,25949,22,1,34360108070
169,0695AbuBarakatIbnMunajja.MumticFiSharhMuqnic,Sham19Y0020699,25449,25949,2263,1,34360108070
170,0428AbuHusaynQuduri.Tajrid,Sham19Y0017768,25449,25949,1893,1,34360108070
171,0911Suyuti.HawiLiFatawi,Shamela0021723,25449,25949,548,1,34360108070
172,0460ShaykhTusi.Khilaf,Shia000026Vols,25449,25949,879,1,34360108070
173,0797IbnCaquli.Rasf,Sham19Y0127700,25449,25949,303,1,34360108070
174,0319IbnMundhirNaysaburi.Iqnac,Shamela0012843,25449,25949,140,1,34360108070
175,0852IbnHajarCasqalani.FathBari,Shamela0001673,25489,25705,5069,1,197568529302
176,0224QasimIbnSallam.Amwal,JK006800,25993,26594,218,1,85899496286
177,0845Maqrizi.NizacWaTakhasum,Shia003725,26981,28413,23,1,60129674621
178,0774IbnKathir.Bidaya,Shamela0004445,27021,27835,1135,1,25769937754
179,0597IbnJawzi.Muntazam,Shamela0012406,27021,27835,511,1,25769937754
180,0748Dhahabi.Muhadhdhab,Sham19Y0146127,27021,27835,2194,1,25769937754
181,0458Bayhaqi.SunanKubra,Sham19Y0148486,27021,27835,4099,1,25769937754
182,0458Bayhaqi.MacrifatSunanWaAthar,Shamela0002863,27021,27835,1583,1,25769937754
183,0845Maqrizi.NizacWaTakhasum,Shia003725,27021,27835,23,1,25769937754
184,0606IbnAthirMajdDin.Shafi,Sham19Y0013241,27021,27835,1219,1,25769937754
185,0458Bayhaqi.DalailNubuwwa,JK006838,27021,27835,356,1,25769937754
186,0458Bayhaqi.ManaqibShafici,Sham19Y0022797,27021,27835,44,1,25769937754
187,0151IbnIshaq.Sira,Shamela0009862,27021,27835,100,1,25769937754
188,0902Sakhawi.Istijlab,Kraken220413194118,27021,27835,214,1,25769937754
189,0774IbnKathir.Bidaya,Shamela0004445,27238,27668,1135,1,60129674631
190,0606IbnAthirMajdDin.Shafi,Sham19Y0013241,27238,27668,1219,1,60129674631
191,0620IbnQudamaMaqdisi.RiqqaWaBuka,Shamela0009384,27491,27932,35,1,25769816806
192,0728IbnTaymiyya.JawabSahih,Shamela0000170,28235,28432,1033,1,60129674627
193,0748Dhahabi.TarikhIslam,Shamela0035100,28457,29080,518,1,17179892677
194,0748Dhahabi.SiyarAclamNubala,Shamela0010906,28457,29080,112,1,17179892677
195,0470IbnMandaCabdRahman.Mustakhraj,Sham19Y0122397,28457,29080,41,1,17179892677
196,0845Maqrizi.NizacWaTakhasum,Shia003725,28457,29080,23,1,17179892677
197,0942IbnYusufShami.SubulHuda,Shia003732Vols,28457,29080,4290,1,17179892677
198,0911Suyuti.KhasaisKubra,Shamela0006590,28457,29080,236,1,17179892677
199,0885IbnFahd.IthafWura,Masaha004387Vols,28457,29080,165,1,17179892677
200,0728IbnTaymiyya.JawabSahih,Shamela0000170,28457,29080,1033,1,17179892677
201,0430AbuNucaymIsbahani.DalailNubuwwa,Shamela0010637,28457,29080,159,1,17179892677
202,0458Bayhaqi.DalailNubuwwa,JK006838,28771,29001,356,1,68719560635
203,0842IbnNasirDinDimashqi.JamicAthar,ShamAY0034447,29469,29639,2143,1,68719560636
204,0774IbnKathir.Bidaya,Shamela0004445,30208,31685,1134,1,8589999631
205,0470IbnMandaCabdRahman.Mustakhraj,Sham19Y0122397,30208,31685,43,1,8589999631
206,0911Suyuti.KhasaisKubra,Shamela0006590,30208,31685,237,1,8589999631
207,0458Bayhaqi.DalailNubuwwa,JK006838,30208,31685,355,1,8589999631
208,0885IbnFahd.IthafWura,Masaha004387Vols,30208,31685,169,1,8589999631
209,0535QawwamSunna.DalailNubuwwa,JK000657,30208,31685,197,1,8589999631
210,0728IbnTaymiyya.JawabSahih,Shamela0000170,30208,31685,1034,1,8589999631
211,0430AbuNucaymIsbahani.DalailNubuwwa,Shamela0010637,30208,31685,161,1,8589999631
212,0748Dhahabi.SiyarAclamNubala,Shamela0010906,30229,30727,112,1,8589999646
213,0885IbnFahd.IthafWura,Masaha004387Vols,30229,30727,169,1,8589999646
214,0774IbnKathir.Bidaya,Shamela0004445,30510,31539,1134,1,8589999633
215,0748Dhahabi.TarikhIslam,Shamela0035100,30510,31539,519,1,8589999633
216,0470IbnMandaCabdRahman.Mustakhraj,Sham19Y0122397,30510,31539,43,1,8589999633
217,0845Maqrizi.NizacWaTakhasum,Shia003725,30510,31539,25,1,8589999633
218,0942IbnYusufShami.SubulHuda,Shia003732Vols,30510,31539,926,1,8589999633
219,0942IbnYusufShami.SubulHuda,Shia003732Vols,30510,31539,4292,1,8589999633
220,0911Suyuti.KhasaisKubra,Shamela0006590,30510,31539,237,1,8589999633
221,0458Bayhaqi.DalailNubuwwa,JK006838,30510,31539,355,1,8589999633
222,0885IbnFahd.IthafWura,Masaha004387Vols,30510,31539,169,1,8589999633
223,0535QawwamSunna.DalailNubuwwa,JK000657,30510,31539,197,1,8589999633
224,0728IbnTaymiyya.JawabSahih,Shamela0000170,30510,31539,1034,1,8589999633
225,0470IbnMandaCabdRahman.Mustakhraj,Sham19Y0122397,30621,31992,43,1,8589999632
226,0845Maqrizi.NizacWaTakhasum,Shia003725,30621,31992,25,1,8589999632
227,0885IbnFahd.IthafWura,Masaha004387Vols,30621,31992,169,1,8589999632
228,0430AbuNucaymIsbahani.DalailNubuwwa,Shamela0010637,30621,31992,161,1,8589999632
229,0748Dhahabi.SiyarAclamNubala,Shamela0010906,30745,31557,113,1,8589999644
230,0470IbnMandaCabdRahman.Mustakhraj,Sham19Y0122397,30745,31557,43,1,8589999644
231,0845Maqrizi.NizacWaTakhasum,Shia003725,30745,31557,25,1,8589999644
232,0458Bayhaqi.DalailNubuwwa,JK006838,30745,31557,355,1,8589999644
233,0885IbnFahd.IthafWura,Masaha004387Vols,30745,31557,169,1,8589999644
234,0728IbnTaymiyya.JawabSahih,Shamela0000170,30745,31557,1034,1,8589999644
235,0774IbnKathir.Bidaya,Shamela0004445,31245,31771,1135,1,8589999637
236,0748Dhahabi.TarikhIslam,Shamela0035100,31245,31771,519,1,8589999637
237,0748Dhahabi.SiyarAclamNubala,Shamela0010906,31245,31771,113,1,8589999637
238,0573IbnHibatAllahQutbDinRawandi.QisasAnbiya,Shia003700,31245,31771,263,1,8589999637
239,0845Maqrizi.NizacWaTakhasum,Shia003725,31245,31771,25,1,8589999637
240,0458Bayhaqi.DalailNubuwwa,JK006838,31245,31771,355,1,8589999637
241,0458Bayhaqi.DalailNubuwwa,JK006838,31245,31771,356,1,8589999637
242,0885IbnFahd.IthafWura,Masaha004387Vols,31245,31771,169,1,8589999637
243,0548IbnHasanTabarsi.IclamWara,Shia003695Vols,31245,31771,65,1,8589999637
244,0535QawwamSunna.DalailNubuwwa,JK000657,31245,31771,198,1,8589999637
245,0728IbnTaymiyya.JawabSahih,Shamela0000170,31245,31771,1035,1,8589999637
246,0845Maqrizi.NizacWaTakhasum,Shia003725,32016,32526,25,1,180388975521
247,0845Maqrizi.NizacWaTakhasum,Shia003725,32217,33759,26,1,180388975520
248,0845Maqrizi.Muqaffa,Sham19Y0145334,33371,33779,1672,1,17180098960
249,0279Baladhuri.AnsabAshraf,Shamela0009773,33371,33779,1030,1,17180098960
250,0845Maqrizi.NizacWaTakhasum,Shia003725,33371,33779,26,1,17180098960
251,0314IbnActhamKufi.Futuh,Shia003675Vols,33371,33779,1368,1,17180098960
252,0346Mascudi.MurujDhahab,JK010344,33371,33779,651,1,17180098960
253,0845Maqrizi.NizacWaTakhasum,Shia003725,33804,33964,26,1,34360080372
254,0845Maqrizi.NizacWaTakhasum,Shia003725,33943,35464,27,1,25770109611
255,0845Maqrizi.NizacWaTakhasum,Shia003725,35539,37058,28,1,60129626680
256,0845Maqrizi.NizacWaTakhasum,Shia003725,37083,38684,29,1,42949874628
257,0279Baladhuri.AnsabAshraf,Shamela0009773,37820,38356,448,1,42949874630
258,0845Maqrizi.NizacWaTakhasum,Shia003725,37820,38356,29,1,42949874630
259,0845Maqrizi.NizacWaTakhasum,Shia003725,38716,40250,30,1,77309635866
260,0694MuhibbDinTabari.Dhakhair,Shamela0001001,40275,40459,203,1,137439301934
261,0845Maqrizi.NizacWaTakhasum,Shia003725,40314,41960,31,1,137439301928
262,0656IbnAbiHadid.SharhNahjBalagha,Shia002185Vols,40984,42019,119,1,17180157486
263,0845Maqrizi.NizacWaTakhasum,Shia003725,40984,42019,31,1,17180157486
264,0276IbnQutaybaDinawari.ImamaWaSiyasa,JK001030,40984,42019,4,1,17180157486
265,0276IbnQutaybaDinawari.ImamaWaSiyasa,JK001030,41024,41999,4,1,137439301937
266,0845Maqrizi.NizacWaTakhasum,Shia003725,41112,41980,31,1,17180157484
267,0230IbnSacd.TabaqatKubra,ShamAY0035884,41651,42038,625,1,17180157487
268,0845Maqrizi.NizacWaTakhasum,Shia003725,41651,42038,31,1,17180157487
269,0230IbnSacd.TabaqatKubra,ShamAY0035884,42086,42328,625,1,17179989380
270,0845Maqrizi.NizacWaTakhasum,Shia003725,42086,42328,32,1,17179989380
271,0845Maqrizi.NizacWaTakhasum,Shia003725,42159,43813,32,1,17179989374
272,0845Maqrizi.ImtacAsmac,Masaha001864Vols,42392,43129,3554,1,17179989375
273,0571IbnCasakir.TarikhDimashq,JK000916,42392,43129,16543,1,17179989375
274,0711IbnManzurIfriqi.MukhtasarTarikhDimashq,Shamela0003118,42392,43129,4825,1,17179989375
275,0845Maqrizi.NizacWaTakhasum,Shia003725,42392,43129,32,1,17179989375
276,0458Bayhaqi.DalailNubuwwa,JK006838,42392,43129,1707,1,17179989375
277,0211CabdRazzaqSancani.AmaliFiAthar,Shamela0025782,42392,43129,2,1,17179989375
278,0845Maqrizi.ImtacAsmac,Masaha001864Vols,42678,43110,3554,1,17179989378
279,0230IbnSacd.TabaqatKubra,ShamAY0035884,42678,43110,624,1,17179989378
280,0571IbnCasakir.TarikhDimashq,JK000916,42678,43110,10173,1,17179989378
281,0571IbnCasakir.TarikhDimashq,JK000916,42678,43110,16545,1,17179989378
282,0711IbnManzurIfriqi.MukhtasarTarikhDimashq,Shamela0003118,42678,43110,3188,1,17179989378
283,0711IbnManzurIfriqi.MukhtasarTarikhDimashq,Shamela0003118,42678,43110,4826,1,17179989378
284,0748Dhahabi.TarikhIslam,Shamela0035100,42678,43110,724,1,17179989378
285,0748Dhahabi.SiyarAclamNubala,Shamela0010906,42678,43110,721,1,17179989378
286,0845Maqrizi.NizacWaTakhasum,Shia003725,42678,43110,32,1,17179989378
287,0458Bayhaqi.DalailNubuwwa,JK006838,42678,43110,1707,1,17179989378
288,0845Maqrizi.NizacWaTakhasum,Shia003725,43318,43842,32,1,17179989376
289,0245MuhammadIbnHabib.Muhabbar,Shamela0012205,43318,43842,50,1,17179989376
290,0414AbuHayyanTawhidi.Imtac,Shamela0010521,43318,43842,178,1,17179989376
291,0845Maqrizi.NizacWaTakhasum,Shia003725,43867,44191,33,1,68719477637
292,0414AbuHayyanTawhidi.Imtac,Shamela0010521,43867,44191,178,1,68719477637
293,0845Maqrizi.NizacWaTakhasum,Shia003725,43888,45493,33,1,85899470768
294,0287IbnAbiCasim.AhadWaMathani,JK000481,44233,44405,116,1,223338375707
295,0832TaqiFasi.CiqdThamin,Rafed0002209Vols,45557,47188,2065,1,68719563837
296,0571IbnCasakir.TarikhDimashq,JK000916,45557,47188,18254,1,68719563837
297,0571IbnCasakir.TarikhDimashq,JK000916,45557,47188,26822,1,68719563837
298,0711IbnManzurIfriqi.MukhtasarTarikhDimashq,Shamela0003118,45557,47188,2326,1,68719563837
299,0762MughultayIbnQilij.IkmalTahdhib,Shamela0036515,45557,47188,2329,1,68719563837
300,0845Maqrizi.NizacWaTakhasum,Shia003725,45557,47188,34,1,68719563837
301,0236AbuCabdAllahZubayri.NasabQuraysh,JK009223,45557,47188,75,1,68719563837
302,0487AbuCubaydBakri.SimtLaaliFiSharhAmali,JK009225,45557,47188,270,1,68719563837
303,0832TaqiFasi.CiqdThamin,Rafed0002209Vols,45769,46202,2064,1,94489564858
304,0571IbnCasakir.TarikhDimashq,JK000916,45769,46202,18253,1,94489564858
305,0571IbnCasakir.TarikhDimashq,JK000916,45769,46202,26822,1,94489564858
306,0711IbnManzurIfriqi.MukhtasarTarikhDimashq,Shamela0003118,45769,46202,2326,1,94489564858
307,0762MughultayIbnQilij.IkmalTahdhib,Shamela0036515,45769,46202,2329,1,94489564858
308,0845Maqrizi.NizacWaTakhasum,Shia003725,45769,46202,34,1,94489564858
309,0236AbuCabdAllahZubayri.NasabQuraysh,JK009223,45769,46202,75,1,94489564858
310,0832TaqiFasi.CiqdThamin,Rafed0002209Vols,45812,46731,2065,1,68719563841
311,0571IbnCasakir.TarikhDimashq,JK000916,45812,46731,18254,1,68719563841
