Cluster,Ms_count,Book_count,diff
68719736032,10,9,1
8590294433,7,6,1
94489697666,4,3,1
94489697665,3,2,1
51540037652,9,8,1
51539906845,10,8,2
128849430669,3,2,1
77309792950,9,7,2
94489686546,9,7,2
128849430673,5,4,1
128849430678,6,5,1
8589950210,20,15,5
25769996434,8,7,1
85899380788,4,3,1
25769996433,9,7,2
25769880628,17,16,1
25769946068,10,9,1
34181,13,12,1
51539756440,7,5,2
34359831142,8,6,2
8590014465,21,20,1
398505,4,3,1
111052,36,35,1
25770129325,8,6,2
94489528125,3,2,1
8590296064,61,48,13
32194,21,17,4
8590171771,4,3,1
25769858043,32,27,5
8589937871,18,16,2
348288,27,24,3
183116,4,2,2
184150,71,40,31
8937,60,50,10
8590056759,81,30,51
17180130166,16,14,2
184824,53,47,6
85899586507,5,4,1
34360029910,14,12,2
25770199199,7,6,1
34360136534,13,9,4
140194,79,37,42
408217,26,19,7
8589967595,18,16,2
290353,45,23,22
60129946680,6,5,1
80710,13,11,2
8590151435,45,41,4
128849170394,3,2,1
125039,62,49,13
120259332335,3,2,1
8590243862,16,12,4
8590243866,22,18,4
331731,7,6,1
331726,10,7,3
60129963304,12,11,1
318416,5,4,1
17179891748,13,9,4
50177,13,11,2
8590059578,12,9,3
325418,32,24,8
8589984061,7,6,1
17180024346,9,8,1
34359935323,4,3,1
17179869398,6,5,1
132564,53,19,34
68719881442,5,3,2
17180040845,25,16,9
391760,20,16,4
412249,14,12,2
25769836145,17,15,2
264001,12,11,1
78555,59,39,20
5051,15,14,1
42949989932,5,4,1
8590287430,40,38,2
42949835844,11,10,1
68719503924,7,6,1
17180240119,16,13,3
25769903780,6,5,1
159090,22,19,3
60129835400,6,5,1
17180295415,6,5,1
171799107804,3,2,1
85899620123,3,2,1
25769957303,32,31,1
8590247015,25,24,1
17179985388,10,9,1
17180024429,9,7,2
42949777229,6,5,1
292377,51,47,4
34015,24,21,3
369914,19,9,10
17179999681,36,32,4
103079375499,5,4,1
25769896243,14,13,1
60129913163,4,3,1
68719643331,7,5,2
34359787894,7,5,2
17180081856,19,18,1
94489688632,3,2,1
8590319972,16,15,1
42949873074,5,4,1
6795,370,57,313
177483,74,65,9
34359832862,6,5,1
120259134123,8,7,1
34359796496,8,7,1
318674,10,9,1
17179887794,10,9,1
17180024359,8,7,1
413017,4,3,1
188978988810,3,2,1
116790,48,40,8
180388824646,3,2,1
51539776868,8,7,1
6556,18,16,2
17180141869,14,10,4
8590203419,11,10,1
34360116819,10,9,1
51539805715,9,8,1
51539810218,15,14,1
89090,24,23,1
17180290789,10,7,3
8590327477,12,11,1
206158507057,3,2,1
25770217763,9,8,1
8590327483,13,12,1
268550,20,17,3
8590106383,9,8,1
8590154940,16,14,2
41657,21,20,1
17179960691,35,16,19
60532,120,49,71
34359944109,28,11,17
63265,8,7,1
8590298986,3,2,1
155940,22,21,1
8590097478,12,11,1
25770143643,5,4,1
25770068949,3,2,1
111669544460,4,3,1
111669544457,3,2,1
111669544458,3,2,1
8590114481,9,8,1
8590151083,23,15,8
77309548234,5,4,1
77309548236,5,4,1
111669387042,3,2,1
76718,68,44,24
77309807452,18,9,9
17180261054,10,7,3
163538,5,4,1
17180049872,9,5,4
8590202170,15,13,2
17180222455,19,15,4
8590007571,19,18,1
8590274999,19,15,4
17180299602,11,8,3
94489365946,6,5,1
25769871338,3,2,1
60129566042,8,6,2
8590129262,12,11,1
103079436146,3,2,1
51539881351,6,5,1
68719572586,3,2,1
68719572589,3,2,1
34360073376,12,11,1
103079599570,5,4,1
34360078348,10,9,1
25769890309,4,3,1
34359871643,7,6,1
313092,16,15,1
34360068952,7,6,1
8590000872,27,19,8
175816,6,5,1
163208817411,6,3,3
60129604909,6,5,1
25770050211,13,11,2
17180047919,13,7,6
8590271396,35,22,13
60129909131,10,8,2
206158786353,4,2,2
168481,13,12,1
309315,17,15,2
309310,50,30,20
246912,49,21,28
128717,42,10,32
124371,69,25,44
361368,16,15,1
42949715655,6,5,1
107747,11,10,1
103079593097,21,19,2
8590009443,82,48,34
17180295135,9,8,1
51539661934,9,8,1
94489372330,7,6,1
17180042658,20,18,2
8589988640,14,13,1
8590005993,44,40,4
227874,41,32,9
85899388995,5,3,2
60129906984,21,19,2
8589993792,53,40,13
34360111988,3,2,1
17180237110,5,3,2
63780,15,12,3
34360135421,3,2,1
34360135419,3,2,1
17180212189,13,11,2
163208777867,3,2,1
8590152449,15,13,2
17180112902,10,9,1
17180112900,6,5,1
17180112901,6,5,1
120020,8,7,1
255239,48,35,13
17180271717,11,8,3
60129650398,13,8,5
17180209443,10,8,2
260042,22,19,3
94489377283,5,4,1
25769895630,4,3,1
36931,84,62,22
8589946616,14,11,3
177030,22,13,9
42949842988,30,23,7
34359963083,9,7,2
94489613077,10,7,3
25769849266,17,10,7
17179940600,16,13,3
17180085170,11,9,2
42949786641,10,8,2
51539723759,22,18,4
308573,33,31,2
8590032343,7,5,2
221844,23,19,4
68719618217,5,4,1
8590071387,3,2,1
25770032364,46,30,16
308464,14,12,2
8590063109,48,44,4
42949945622,9,8,1
8590133972,11,10,1
416554,45,22,23
214748377041,4,3,1
25462,28,19,9
25769966124,14,12,2
17179988894,5,3,2
8590112553,17,14,3
8590166001,12,10,2
42949747407,4,2,2
60129615396,6,5,1
274203,25,17,8
8589942746,47,27,20
8590035034,42,41,1
77309561837,9,7,2
34359944981,7,4,3
51539695296,11,4,7
291512,5,4,1
291509,8,5,3
94489558371,8,7,1
17179893924,14,13,1
227800,30,24,6
85899500131,8,7,1
34360018082,5,4,1
187710,71,31,40
372854,6,5,1
92704,6,5,1
131515,7,6,1
171799000435,3,2,1
8590181115,14,13,1
333795,13,10,3
360046,13,12,1
42949844376,4,3,1
6247,81,66,15
8590028633,33,29,4
403990,7,6,1
25770026659,7,6,1
49585,46,37,9
25770229217,22,19,3
146029107622,3,2,1
24154,20,18,2
25770094237,6,5,1
25770192146,5,4,1
25770192152,9,7,2
68719737797,6,5,1
68719737799,8,6,2
8590285418,20,16,4
111669239849,5,3,2
8590006658,75,67,8
417205,8,6,2
128849090538,6,4,2
42949902683,6,5,1
25770137816,7,6,1
332390,53,50,3
34360115299,7,6,1
111669264667,10,9,1
111669264666,3,2,1
61952,5,4,1
17179881901,8,4,4
42949850624,3,2,1
188369,11,10,1
25769867832,8,6,2
8590333197,21,20,1
139199,7,6,1
17179876234,4,3,1
252954,7,6,1
396998,46,32,14
8590146575,29,24,5
8590362468,23,22,1
58186,45,43,2
80515,23,21,2
25770160836,6,5,1
17179993954,8,5,3
8616,18,17,1
8613,13,12,1
85899672649,7,3,4
25769896284,8,4,4
42949740388,6,3,3
169367,13,11,2
51539794710,4,2,2
25769897206,19,15,4
17179953687,5,4,1
94489322804,3,2,1
131390,30,17,13
17180080956,6,5,1
25770098822,11,10,1
8590266085,21,20,1
25770159950,36,30,6
34359811064,6,5,1
8589940293,20,13,7
8590171589,13,10,3
127744,93,68,25
8590091922,41,25,16
34360023230,7,5,2
99047,34,30,4
8589949690,25,21,4
21220,34,28,6
77309736543,8,7,1
77309736548,7,6,1
103079639438,6,5,1
8590207650,5,4,1
51539773884,20,17,3
17179900551,17,15,2
34360017862,17,15,2
51539773879,12,11,1
51539616568,9,8,1
236368,10,8,2
60129731275,10,8,2
34359782727,3,2,1
34359782728,3,2,1
150897,41,33,8
22516,11,10,1
320933,15,13,2
42949771943,14,10,4
51539609256,4,3,1
8590022205,96,79,17
219439,19,17,2
198304,53,45,8
8590369103,7,6,1
45528,4,2,2
120259422519,4,3,1
8589984996,15,12,3
60129588040,5,3,2
42949713246,13,12,1
60129759944,15,13,2
68719681952,5,4,1
68719581531,5,4,1
68719581528,3,2,1
42950091980,4,3,1
17179975333,40,33,7
122033,15,14,1
17179990653,8,7,1
94489589298,6,5,1
8589954981,5,4,1
42949934773,15,12,3
71837,74,67,7
176822,4,3,1
25770168698,5,4,1
60129937455,6,5,1
25770048319,5,4,1
253847,22,19,3
225857,25,24,1
244144,12,7,5
85899779066,7,6,1
244139,8,6,2
154618955417,7,6,1
352814,53,45,8
8590071995,14,12,2
342462,6,5,1
79755,8,7,1
25770235988,12,11,1
25769992045,11,10,1
248303,29,17,12
8590053425,29,25,4
8589938098,11,10,1
25770089727,8,7,1
147605,23,19,4
324182,12,10,2
8590081077,3,2,1
8590052306,6,5,1
8590191423,15,11,4
120259213680,6,5,1
90714,7,6,1
8590011061,35,33,2
357063,28,18,10
25770198200,21,18,3
25770198203,17,15,2
8590338673,18,15,3
34359934797,7,6,1
25770198194,17,15,2
8590132168,23,16,7
8590001795,4,3,1
8589988409,12,5,7
8590001803,5,4,1
8590001797,8,5,3
391361,24,19,5
8590287953,21,15,6
24402,16,15,1
208716,9,8,1
8590198901,8,7,1
34359995466,7,6,1
168151,15,12,3
168152,7,5,2
85899550997,9,8,1
166643,17,15,2
34359981219,27,25,2
74996,15,13,2
55946,38,26,12
257258,9,8,1
17179879560,9,8,1
17179913524,14,11,3
42949826296,5,4,1
68719755150,12,11,1
158404,25,20,5
25769914002,25,21,4
171981,13,8,5
42949733367,8,6,2
334193,44,26,18
25770018796,6,4,2
68719558469,4,3,1
42949723830,10,6,4
68719771667,6,5,1
8590160009,5,4,1
8590294752,5,4,1
8590294756,11,6,5
266288392359,3,2,1
8590294757,4,3,1
99798,6,5,1
34359916606,9,7,2
25770068072,8,5,3
17180069557,12,10,2
17179880850,10,9,1
8590074735,40,25,15
51540032775,21,18,3
51539613856,4,3,1
128849196605,3,2,1
128849196604,7,6,1
416142,48,32,16
141871,13,12,1
77309823445,8,7,1
146029308525,5,4,1
146029308524,10,9,1
185852,15,14,1
51539679080,15,10,5
25769950335,12,9,3
8590318066,21,16,5
25770082967,12,10,2
304380,15,12,3
8590001717,16,15,1
17180206264,10,6,4
162185,20,18,2
60129830791,5,4,1
291399,44,40,4
249698,18,17,1
25769947945,14,13,1
8590343062,44,38,6
25770172429,11,8,3
25770172428,5,4,1
8590183351,40,30,10
42949991474,18,17,1
8590047435,14,11,3
60129609000,20,16,4
25769905471,9,8,1
34360163658,9,7,2
242015,93,50,43
17180180961,3,2,1
25770101803,3,2,1
17179945518,39,30,9
42949718106,7,6,1
261104,29,27,2
236645,22,20,2
24345,62,47,15
25769885633,9,8,1
8590142325,7,6,1
25770001986,10,8,2
2515,82,47,35
197083,59,41,18
421699,155,82,73
17179915555,13,11,2
85899523635,4,3,1
25769955724,14,12,2
8589938012,22,14,8
254768,25,23,2
4421,32,21,11
17180144384,10,7,3
42949779981,4,3,1
51539926270,10,8,2
8590133646,41,26,15
8590000961,9,6,3
34360149835,4,3,1
94489484212,6,5,1
60129806289,7,6,1
8589950131,80,28,52
163209117078,5,4,1
111669161208,3,2,1
8590250772,14,13,1
51539681255,18,17,1
8590030697,19,16,3
237873,23,22,1
413681,61,51,10
17180113519,11,9,2
25769887956,10,8,2
42950045837,12,9,3
57571,53,31,22
42949911466,8,7,1
17180145199,8,2,6
51539813073,3,2,1
8590140187,13,9,4
177132,26,19,7
263137,12,11,1
34359921042,33,26,7
61029,6,5,1
50351,9,8,1
42949804981,9,7,2
50353,71,65,6
17180109396,44,39,5
8590123367,5,4,1
8590284905,109,79,30
25769885273,16,15,1
118278,13,11,2
194950,12,5,7
128849456534,4,3,1
221027,25,16,9
25769998761,18,5,13
34359893145,6,5,1
85899446391,3,2,1
413819,23,22,1
85899537916,7,6,1
34359840997,14,13,1
60129775464,5,4,1
8590183727,25,21,4
8589993405,8,7,1
8590247910,6,5,1
8589993409,10,9,1
8589993408,7,6,1
51700,22,21,1
17180201529,27,22,5
51701,12,11,1
77309496216,5,4,1
17179896535,5,4,1
17179896533,4,3,1
25770194210,6,5,1
137498,9,8,1
304054,20,14,6
68719901241,10,9,1
17179942827,15,14,1
304057,11,10,1
138103,261,137,124
73596,21,17,4
159049,107,28,79
42949767178,5,4,1
8590042618,12,11,1
81414,17,15,2
128849315373,9,8,1
25770103243,3,2,1
75942,37,30,7
224784,55,36,19
111669323418,4,3,1
103079315731,3,2,1
43197,166,78,88
8590137098,20,17,3
8590137095,26,19,7
42949874132,19,15,4
140079,36,23,13
42950115005,11,8,3
8590358778,38,31,7
25770114086,11,10,1
17180195326,18,16,2
85899360923,5,4,1
162868,21,18,3
17180085350,16,15,1
169620,13,12,1
400760,27,22,5
68719820346,4,3,1
68719820344,3,2,1
51539889959,8,7,1
77309851203,12,11,1
85899588647,5,2,3
21826,21,3,18
42443,13,11,2
117218,57,53,4
8589988147,10,6,4
34359857793,5,4,1
68719830947,4,3,1
77309638171,8,5,3
25770225073,12,11,1
51539758316,9,6,3
25770231561,8,7,1
8589936458,13,11,2
8590290188,21,19,2
60129550176,10,9,1
25770042998,14,11,3
419535,13,11,2
383856,5,3,2
8590065257,69,16,53
60129690831,7,6,1
60129957969,5,4,1
34359913189,23,18,5
25770085777,5,4,1
8590020799,7,6,1
210568,69,44,25
154618926275,4,3,1
103079449450,5,4,1
25769974150,13,12,1
193953,49,46,3
17180196588,5,4,1
8590212448,38,33,5
407169,14,11,3
8590122127,27,25,2
68719713465,32,24,8
8590125481,26,23,3
42949988946,9,7,2
42949782139,32,21,11
34360085451,9,7,2
42949864307,22,19,3
8590362845,33,17,16
34359810923,17,15,2
120259397137,7,6,1
112377,13,12,1
266251,8,6,2
8590183594,12,11,1
384112,8,7,1
50103,32,28,4
420322,9,8,1
60129708876,8,6,2
8590185555,7,6,1
8590150300,13,12,1
8590198255,5,4,1
8590096700,9,8,1
17180129602,10,9,1
25769923927,14,13,1
103079339877,6,5,1
316494,25,24,1
257912,15,14,1
224492,40,37,3
6183,62,50,12
25769978828,25,19,6
17179993124,9,8,1
25770149821,22,17,5
8590376310,17,16,1
51539764800,9,8,1
17180192911,4,3,1
151480,50,45,5
8589957822,33,30,3
11799,40,30,10
381502,10,9,1
60129569317,4,3,1
77309659540,4,3,1
174688,3,2,1
174687,5,4,1
8590368564,13,12,1
286019,6,4,2
8589966251,260,104,156
8590248580,16,15,1
244718,37,25,12
25738,112,81,31
8590010982,22,20,2
4788,51,43,8
68719675614,9,8,1
42950048684,4,3,1
42950048680,9,7,2
8590274341,9,7,2
57581,15,14,1
17180073239,14,12,2
77309474699,10,7,3
8590258190,7,5,2
34359798730,12,11,1
25770237775,6,5,1
25769838815,26,24,2
8590295863,18,16,2
85899386085,3,2,1
42950073846,18,15,3
42950073841,7,5,2
60129695260,10,9,1
8590203286,6,5,1
8589972911,35,21,14
99976,44,3,41
42950116419,4,3,1
60129829341,11,6,5
8590313161,17,15,2
51380,13,12,1
8589994606,41,32,9
417193,9,7,2
234111,6,5,1
205222,7,5,2
24921,7,6,1
42949765448,20,16,4
683,125,24,101
8589975171,15,9,6
8589975169,7,6,1
266575,12,8,4
331437,8,6,2
48817,54,36,18
278327,45,39,6
75550,68,41,27
85879,17,14,3
152968,12,11,1
60633,62,41,21
33912,16,14,2
143432,9,7,2
137439246024,4,3,1
17180132314,6,5,1
8590291486,46,31,15
206158856273,3,2,1
34359924082,14,13,1
17180023861,5,3,2
42949747398,7,4,3
197568696987,4,3,1
422001,4,3,1
42949777852,5,4,1
8590181453,7,5,2
8590087608,21,19,2
60129958675,10,8,2
8590205117,7,6,1
77309719577,4,3,1
103079497593,3,2,1
8590184444,43,35,8
48333,139,75,64
25769881940,19,17,2
17179984933,22,19,3
119346,36,23,13
109892,64,52,12
403925,11,10,1
373200,30,25,5
146028913907,7,6,1
34359968556,4,3,1
11237,55,47,8
65591,101,61,40
68719689695,11,10,1
25769823041,36,21,15
17180046830,14,13,1
192877,7,6,1
34359962368,11,9,2
8590092579,4,3,1
8590118407,5,4,1
25769820136,7,6,1
323448,15,13,2
17179993692,5,3,2
17180129519,11,10,1
103079379345,13,12,1
8590154489,41,37,4
10861,20,19,1
10864,92,60,32
405385,7,6,1
17180294444,15,10,5
42949801133,29,26,3
42949851459,4,3,1
197568767919,3,2,1
91139,71,35,36
34360010735,3,2,1
103079295314,7,2,5
25221,239,8,231
8590016878,6,5,1
60129677890,4,3,1
229614,20,17,3
60129801015,12,10,2
51539836226,6,5,1
30841,234,129,105
6730,19,14,5
8590078872,6,3,3
25770160144,13,12,1
43966,31,25,6
8589948918,9,6,3
69505,3,2,1
17180158887,18,17,1
60129548914,3,2,1
17180118310,4,2,2
17180049882,87,64,23
34360055617,5,4,1
55592,156,123,33
60129621892,3,2,1
17179945174,21,19,2
34360133999,8,6,2
8590267972,20,19,1
25770164872,22,11,11
4873,29,10,19
185756,28,26,2
17179882384,7,6,1
222238,34,22,12
51539730263,16,12,4
25769957069,7,5,2
304674,7,5,2
68719496918,9,6,3
203856,63,48,15
34360013638,12,6,6
17179898372,6,5,1
42949822294,7,6,1
60129915079,10,7,3
17180284398,6,5,1
42949676938,4,2,2
8590351656,38,31,7
34359948272,9,6,3
34359972118,16,10,6
153592,33,16,17
34359948277,13,10,3
25769887026,9,6,3
17179939064,15,14,1
17180301990,18,16,2
367355,27,23,4
17179991645,12,7,5
17180088591,18,14,4
270518,20,15,5
17179905446,7,6,1
32331,16,12,4
94489546450,4,3,1
5604,43,42,1
345178,3,2,1
42949890926,8,7,1
17180257438,29,28,1
34359825191,5,4,1
25770070754,10,9,1
53263,23,20,3
53267,12,10,2
17179984170,20,18,2
8589960698,6,5,1
42950076606,4,3,1
120259177049,3,2,1
17180220413,5,4,1
34359868115,7,5,2
128752,6,4,2
410415,20,17,3
128746,11,9,2
45168,175,90,85
8590168768,15,14,1
51539788179,4,3,1
17180006100,15,14,1
17180006101,15,11,4
8589983517,23,21,2
43520,20,14,6
231916,30,22,8
213066,10,9,1
68719510331,11,9,2
159069,13,8,5
25769826654,45,35,10
51540008185,9,7,2
34359991328,14,11,3
8590154984,14,13,1
17180267845,5,4,1
25770196115,5,3,2
30328,77,42,35
259434,27,24,3
22391,9,7,2
42949992732,8,7,1
68719509918,6,5,1
17180193959,5,4,1
8590267618,7,6,1
8590138074,14,11,3
34359930290,19,17,2
42949848377,10,9,1
82865,39,35,4
51539850380,29,27,2
17180049661,5,4,1
68719654869,4,3,1
8590053296,18,17,1
17180152630,9,8,1
8590053393,15,9,6
8590053394,12,9,3
17180203048,12,10,2
25770140412,7,6,1
85899370141,15,14,1
17180160991,9,8,1
60129818868,7,6,1
319928,17,13,4
122520,7,5,2
122519,4,3,1
17180082779,8,6,2
51539762773,6,5,1
65969,21,17,4
223338460693,3,2,1
25769803991,22,20,2
25769954757,28,26,2
354551,74,46,28
34360136946,19,16,3
354945,8,6,2
300122,4,3,1
195888,3,2,1
8590083244,10,9,1
17179954722,12,9,3
42949816725,12,6,6
17179954720,5,4,1
94489509079,6,4,2
231411,15,11,4
231409,21,18,3
47286,14,13,1
42949940619,11,6,5
47349,14,12,2
17180080299,24,21,3
51540015087,16,10,6
409450,32,29,3
17179922678,12,10,2
34359772091,13,11,2
160785,19,16,3
17180083318,14,13,1
8589987664,17,16,1
25770172997,4,3,1
51539705438,3,2,1
324396,32,23,9
8590092694,21,18,3
94489642866,8,6,2
77309707538,7,6,1
207006,7,6,1
42949835609,14,12,2
17180292899,14,12,2
8590292552,12,11,1
17180292893,10,9,1
8590214658,29,27,2
8590238015,8,7,1
120259190065,4,3,1
51539747969,4,3,1
60129577047,6,5,1
34359771368,30,26,4
34360086516,49,33,16
68719503431,4,3,1
388798,26,24,2
25770088618,9,8,1
85899458542,10,8,2
326417782690,3,2,1
42949937250,6,5,1
8589955357,3,2,1
252260,171,62,109
25769896652,9,7,2
60129705351,6,5,1
17180273023,11,8,3
8590320769,106,82,24
25769981156,10,9,1
25769911990,6,5,1
137439373077,5,2,3
8590321768,89,56,33
228175,8,7,1
51539754968,10,9,1
171799042914,3,2,1
83982,11,6,5
17179952297,3,2,1
8590154581,61,43,18
14732,12,11,1
17179885452,11,9,2
405628,20,12,8
266288255414,6,4,2
162492,17,14,3
78288,72,40,32
8589992162,13,12,1
34359767372,13,9,4
42949898913,8,7,1
25769956991,6,4,2
336991,6,5,1
17179888101,18,17,1
111669451168,7,3,4
367766,20,18,2
137439306186,3,2,1
8590002679,11,8,3
17179937692,8,7,1
42949803777,9,3,6
8590146753,29,20,9
382950,36,22,14
42950019586,14,12,2
85899415267,5,4,1
60129762440,5,4,1
42950106173,6,5,1
42950106171,6,5,1
17180305336,15,8,7
8590305896,14,13,1
8590041314,45,26,19
42949885250,11,10,1
294652,18,16,2
213451,26,18,8
17179933209,11,8,3
42411,10,9,1
111669543019,6,4,2
17179882806,3,2,1
255417,20,12,8
103079291295,11,7,4
68719765391,3,2,1
42950051384,7,6,1
8590352245,8,5,3
25769861452,9,7,2
94489601214,7,6,1
154618900682,4,3,1
68719772879,6,5,1
34359861815,12,10,2
51539682580,4,3,1
17180120183,30,27,3
106750,147,112,35
17180010233,12,11,1
42950066560,7,6,1
8590148795,19,16,3
42949782225,13,12,1
335892,14,13,1
25769979879,12,11,1
335886,16,13,3
229349,9,8,1
8590241438,20,12,8
8590096239,25,12,13
8590096238,3,2,1
34359827064,17,16,1
8590263466,18,17,1
291638,20,9,11
208291,20,17,3
34360061619,6,5,1
106902,14,13,1
25770233553,14,13,1
8590162490,4,2,2
77196,37,28,9
51539910421,9,5,4
25769873203,5,4,1
51539632117,6,5,1
42949753418,5,4,1
17179998064,32,9,23
125979,3,2,1
8590082953,6,5,1
248782,26,23,3
77309821648,6,4,2
8590049910,11,10,1
8590192162,9,8,1
60129608848,12,11,1
285440,22,17,5
77309780805,7,6,1
10996,24,15,9
8590345900,32,19,13
8589941945,7,6,1
34359775801,7,6,1
25770160595,6,5,1
17179900413,14,8,6
398633,18,9,9
77309466687,6,5,1
8590057536,11,9,2
8590057535,18,8,10
17180042668,20,15,5
8589946625,11,10,1
260224,5,4,1
17179965507,7,4,3
102259,13,12,1
102262,9,8,1
17180096468,15,14,1
17179899934,14,12,2
42949853651,5,4,1
17180166530,9,8,1
199774,62,51,11
17180283351,32,14,18
25770178070,9,7,2
80317,13,12,1
17180033246,26,23,3
8590373587,9,8,1
8590373585,6,5,1
8590373588,7,6,1
68719775886,4,3,1
304302,10,2,8
17180146042,15,3,12
51539701376,9,7,2
17180158325,22,17,5
42949992523,13,10,3
51539629557,5,4,1
382988,26,14,12
8590097059,3,2,1
8590306093,9,7,2
8590194570,29,26,3
25770223274,5,4,1
42949788843,9,8,1
320769,18,17,1
8590339185,14,9,5
42949685478,9,8,1
222850,18,14,4
8590014218,13,9,4
34360001126,43,32,11
137439103430,5,4,1
20106,36,25,11
25770138238,5,4,1
17180214122,10,9,1
68719645171,5,3,2
83981,36,22,14
8590015650,26,21,5
8590237228,12,10,2
8590022813,25,23,2
401167,18,14,4
8590019702,11,10,1
34360108370,3,2,1
47021,140,99,41
8590330184,34,16,18
68719855641,4,3,1
8590240216,12,11,1
77309720867,4,3,1
8590340555,27,25,2
85899491343,10,9,1
17180101914,46,36,10
30472,179,76,103
156827,22,20,2
17179943562,9,7,2
8590173914,31,23,8
25769986105,8,6,2
116662,35,28,7
85899607319,6,5,1
120259491061,10,9,1
117162,12,11,1
34359800631,16,14,2
17179883631,8,7,1
42950014947,15,14,1
68719741750,7,6,1
17179883637,6,5,1
25770147923,5,4,1
34359969606,6,5,1
68719833473,4,3,1
68030,30,4,26
118165,8,7,1
111669258680,3,2,1
8590057893,31,22,9
45092,47,40,7
62535,192,123,69
34359871063,7,6,1
8590160646,4,3,1
191669,26,20,6
77309786624,3,2,1
77309786623,5,3,2
77309786622,3,2,1
77309786625,3,2,1
68719517071,10,8,2
201540,3,2,1
17179876153,20,18,2
389672,6,4,2
34359776424,22,18,4
8590347512,13,11,2
34359771673,9,8,1
8590258862,4,2,2
8590013335,38,36,2
8590247522,7,6,1
17180106970,5,4,1
8589957894,4,3,1
8589957896,7,6,1
8590353052,19,13,6
34359875614,12,11,1
77485,5,4,1
77483,4,3,1
8590167536,16,14,2
350308,25,21,4
42950051733,4,3,1
347830,29,27,2
60129871763,14,12,2
8590029484,12,11,1
85899355354,7,6,1
8590332827,30,27,3
77309649200,7,6,1
8590294801,6,5,1
17180059054,3,2,1
15396,72,64,8
92538,16,15,1
243249,69,43,26
25770183133,6,4,2
42949822715,7,6,1
17180206790,3,2,1
17179880801,5,4,1
51539645938,7,6,1
180996,27,22,5
42949998084,7,6,1
42949702707,8,7,1
34360058236,14,13,1
157599,50,38,12
77309740279,7,6,1
51539933864,4,3,1
289974,14,12,2
8589952039,11,10,1
34359763660,16,14,2
34360104138,12,11,1
271393,15,14,1
34360104135,12,11,1
271390,17,16,1
25769837825,17,14,3
35934,40,27,13
42949922508,14,12,2
8590241389,5,4,1
8590202280,11,9,2
151266,31,26,5
17180071148,7,4,3
17180071141,18,15,3
17180015106,10,9,1
49994,16,11,5
8589975780,20,18,2
77309661303,4,3,1
94489610450,12,11,1
17180279074,17,15,2
328151,4,3,1
103079397327,7,4,3
60129933882,15,12,3
398187,5,3,2
120259355766,7,6,1
158949,29,26,3
51539834779,14,11,3
8590106115,43,37,6
103079397611,18,17,1
8590188583,12,11,1
359636,3,2,1
42949886024,7,5,2
8592,40,37,3
8590031330,61,46,15
17179895160,21,8,13
25770057107,5,4,1
8590245967,11,9,2
17179949265,29,20,9
223114,12,8,4
8590188221,18,15,3
17179946205,21,16,5
34359872518,11,10,1
110460,46,35,11
103079239346,8,7,1
42949914299,7,6,1
42949914302,8,6,2
309770,11,10,1
34359965024,6,5,1
17179887682,8,4,4
51540051730,9,7,2
222227,50,17,33
42949850835,7,6,1
170393,19,13,6
34359984869,5,4,1
170388,20,13,7
51540048022,7,6,1
8590049045,83,76,7
34360095252,11,8,3
77309582578,4,2,2
97811,12,10,2
25769943080,5,4,1
223983,11,9,2
25769943085,5,4,1
244060,9,6,3
8590311297,8,7,1
173394,39,33,6
25770139407,19,17,2
42949942566,15,13,2
70170,19,13,6
407451,76,61,15
129675,26,22,4
19609,38,35,3
8589998374,24,19,5
19985,18,16,2
60129878339,5,4,1
68719807508,8,6,2
25770108297,13,12,1
34359874321,7,6,1
180388663280,4,2,2
25770149281,5,2,3
17179919187,15,13,2
216497,46,22,24
17179886780,23,15,8
111669556403,11,9,2
25769901314,23,22,1
17179992956,14,13,1
8589987551,7,6,1
8590089485,14,12,2
357862,26,15,11
51539980242,9,8,1
17179902984,11,9,2
34360115533,18,15,3
166878,17,15,2
77309708967,9,8,1
8590008759,6,5,1
25769901164,7,6,1
306420,7,6,1
17180123567,6,5,1
60129925159,5,4,1
17179918082,16,14,2
51539654158,4,3,1
8590047361,29,23,6
8590047363,6,4,2
8590047364,7,6,1
172385,20,14,6
264203,51,31,20
51539743648,9,8,1
25770144319,7,5,2
206158791222,6,5,1
60129916578,3,2,1
8590232957,27,22,5
60129639714,13,11,2
8590087739,10,8,2
25769964135,6,5,1
85899556468,3,2,1
51539740799,4,3,1
8590119684,45,41,4
51539824815,14,11,3
94489537221,3,2,1
190952,30,24,6
103079588328,5,4,1
68719679588,18,17,1
17179940524,11,9,2
17179940520,11,9,2
17179894571,9,7,2
215614,51,34,17
17180000704,27,20,7
347047,18,10,8
68719560454,8,6,2
8590099241,14,11,3
8590099236,26,22,4
358225,10,8,2
358229,57,33,24
358230,11,9,2
358226,28,22,6
8590064656,18,17,1
80694,5,4,1
17179912583,12,9,3
137439033765,4,2,2
94489540764,4,2,2
120259147514,3,2,1
329501,34,25,9
34360094847,27,26,1
17179932042,7,6,1
103079555790,4,3,1
221180,31,27,4
255128,6,4,2
8590194322,26,19,7
25769846804,9,6,3
25769846805,7,6,1
356294,79,63,16
120259523316,8,7,1
146029113294,3,2,1
42949889969,29,25,4
182654,14,13,1
17179913796,15,13,2
203877,17,15,2
8590132607,10,9,1
6829,48,36,12
69798,7,6,1
81576,68,49,19
17179956746,10,9,1
8590225353,12,11,1
