Cluster,Ms_count,Book_count
17179934693,7,6
171798807068,2,2
163208992004,2,2
25769914720,4,4
25769914716,4,4
34360081095,2,2
60129704479,2,2
8590300437,2,2
60129700258,5,5
60129704477,3,3
60129704480,2,2
188978732706,2,2
60129977820,2,2
154618883333,2,2
146028985260,3,3
17180206455,4,4
42949859024,2,2
42949859025,2,2
42949859026,5,5
25770075096,2,2
292058195353,2,2
51539682960,3,3
51539656727,3,3
206158571877,3,3
128849151214,5,3
8589989799,42,25
25770055677,4,4
34359948293,2,2
34359948298,6,5
111669367569,7,3
77309676088,2,2
34359948295,10,7
60129835797,5,4
60129820532,3,3
154619052674,3,3
60129820529,4,3
60129820531,3,3
154619052668,2,2
25770120393,14,13
34359924080,2,2
51539881373,7,7
137439013991,2,2
194347,2,2
44383,34,27
44384,3,3
44382,7,7
111669413571,2,2
51539827300,3,3
103079261967,4,4
231928544807,2,2
94489350483,3,3
231928544806,2,2
120259306692,2,2
222802,64,37
140603,66,41
129861,27,27
244436,10,8
120259420138,2,2
274410,2,2
51539921679,5,5
171798801969,3,3
300647807669,2,2
103079597706,4,4
25770019162,9,9
146029058347,2,2
146029058352,4,4
17180066773,11,11
146029058345,2,2
17180066774,17,17
103079496806,2,2
111669299041,2,2
68719827981,2,2
29137,6,5
328446,20,18
17180070114,6,6
17180263900,2,2
223338615277,2,2
8590188971,12,10
34359802968,5,4
17180039078,2,2
8590368233,3,2
8590368232,3,2
42949701987,2,2
120259251097,3,3
8590084350,78,65
103079379982,3,3
8590049577,13,11
85899760319,6,6
113858,5,3
25770098437,7,6
171798856762,2,2
77309643036,7,6
25770098431,2,2
206158782245,3,2
8589976926,4,4
171798895483,2,2
171798895479,2,2
163209034797,2,2
8590261155,9,9
257698099327,2,2
25770056383,3,3
257698099325,2,2
25769997120,3,3
421645,6,6
180388660079,2,2
103079454697,2,2
103079454698,2,2
214748426199,2,2
214748426200,2,2
214748376797,2,2
68719785335,5,4
68719785333,2,2
78382,102,60
34359746418,2,2
8590160972,8,6
94489665664,2,2
266288058142,2,2
103079573625,2,2
103079573627,5,5
240518265976,2,2
51539655591,10,10
240518265974,2,2
240518265973,2,2
60129797142,3,3
240518389767,2,2
17180062458,3,3
17180062457,3,3
103079419117,4,4
8590349854,21,15
17180062453,2,2
103079419114,2,2
60129567255,4,4
137439018000,2,2
42949968488,4,3
25769881131,11,10
137438970573,2,2
197568719522,2,2
17180234950,5,4
60129739276,5,4
283467849312,3,3
85899434237,2,2
25770099685,9,7
120259520916,4,4
17179905467,16,15
25770026173,10,8
255898,3,3
77309738186,2,2
103079354558,2,2
25770116566,2,2
25770116569,2,2
25770116568,2,2
25770116567,2,2
25770116570,2,2
25770116565,3,3
292058071495,2,2
25769911349,2,2
154618830735,2,2
77309758753,3,3
34360137354,3,3
154618830738,2,2
77309812837,7,7
335007574780,2,2
120259174939,5,5
128849379445,3,3
77309758672,3,3
214748373735,2,2
214748373736,2,2
25769849164,2,2
68719749109,4,4
154619188206,3,3
85899595953,3,3
154619188204,2,2
154619188205,3,3
402970,26,20
85899354271,2,2
85899354260,2,2
85899354261,2,2
8590100532,23,15
85899354267,2,2
8590047707,3,3
85899354265,2,2
25769902853,4,4
25769902854,4,3
273283,2,2
273284,3,3
273278,11,10
273280,3,3
42950078285,6,5
223338397346,2,2
223338397344,2,2
42950089179,2,2
60129869183,2,2
128849430438,2,2
8590342271,3,3
8590342281,3,3
8589983475,4,4
206158668886,2,2
85899768707,5,5
137438960249,3,3
120259176926,3,3
137438960246,3,3
249108111543,2,2
101661,62,46
309153,11,11
137439156350,3,3
146028926820,2,2
103079439020,7,7
51539664678,3,2
42949785735,2,2
128849239887,2,2
42949898701,3,3
42949898692,2,2
120259342160,2,2
85899682750,2,2
60129698668,4,4
60129631019,3,3
8589997994,4,4
120259342153,2,2
8590116814,2,2
146029180821,2,2
103079384856,2,2
42949705412,4,4
197568578658,2,2
34360132807,3,3
146029167732,3,3
42949898779,4,4
34359921631,2,2
25769981206,5,5
415730,6,6
42949711130,3,3
51539968933,3,3
350495,30,21
60129549548,17,16
34359938742,3,3
146029120377,2,2
111669289875,3,3
68719623850,3,2
154619221744,2,2
196556,74,56
180389043193,2,2
180389043194,2,2
8590155095,9,8
181750,36,24
103079416937,3,3
120259396714,2,2
42950115056,7,7
8590155089,5,5
85899692586,5,3
60129567410,3,3
60129567411,2,2
60129567408,3,3
17180294772,3,3
17180197234,8,8
163208852206,2,2
8590370859,2,2
8590370860,3,3
8590268178,16,15
8590076146,15,12
277833,201,98
8590230143,11,9
8589982826,21,20
111669369232,3,3
146029296361,4,4
85899407983,4,4
163208875908,5,5
183491,49,43
32097,190,91
17179891253,4,4
103079347405,2,2
103079347408,2,2
42949693626,2,2
103079347407,2,2
103079347406,3,3
240518354472,2,2
180388780714,4,4
180881,72,66
240518354468,3,3
8590232385,9,9
120259510127,4,4
120259450708,3,3
180388848725,2,2
223338549160,2,2
94489502518,2,2
154619212103,2,2
8590358131,9,9
154619212104,3,3
42949861146,10,9
231928443162,2,2
317827648695,2,2
257698383998,3,3
17180106537,7,7
119666,14,14
197568729634,3,3
111669154814,2,2
206158526650,6,6
34359907163,2,2
34359907161,2,2
159781,26,26
94489662026,3,3
94489662024,2,2
94489662023,2,2
223338452029,2,2
51539875631,2,2
42949809905,3,3
154618852548,3,3
326417716598,2,2
294165,7,7
294162,11,10
171798704360,2,2
154619228254,3,3
120259525942,3,3
294161,16,16
266288062204,2,2
355590,2,2
25770026653,5,5
25770026656,2,2
25770026658,3,3
68719574082,4,4
34359848508,2,2
154618898228,2,2
188978870464,4,4
51539650192,11,10
77309594995,2,2
77309595000,2,2
68719785844,3,3
77309594994,2,2
51539836768,9,7
111669571674,2,2
17179930221,2,2
17179930222,2,2
17179900235,17,16
289061,40,27
42949885559,7,6
8590081788,9,8
60129550555,5,5
60129550559,2,2
25769827460,19,19
60129550558,2,2
34360030978,2,2
231928490700,2,2
77309413908,6,6
146029154184,4,3
223338486652,3,3
17179993860,4,4
60129758061,2,2
206849,189,17
25769992041,9,4
77309774459,3,3
68719673745,3,3
137439113199,2,2
68719673746,2,2
146036,10,10
42949772799,4,4
42949772797,12,11
223338469733,2,2
296095,3,3
296098,6,6
163209070175,2,2
17180276960,3,3
51539759506,4,3
17180201696,5,5
188978780328,3,3
120259434007,2,2
94489492833,6,6
8590048701,8,8
8590219519,2,2
239279,3,2
240518425854,2,2
240518425855,2,2
60129668043,6,6
68719529623,2,2
68719529627,4,4
68719529624,3,3
42949785335,6,6
146029113388,2,2
8589971261,21,17
59337,10,9
8590002061,15,11
60129675152,10,10
274878112831,2,2
8590002064,19,17
266288405625,3,3
188978781501,4,4
344095,2,2
55631,5,5
55633,4,4
55630,2,2
94489644029,2,2
103079313419,2,2
137439227597,3,3
25770047951,4,4
25769973522,9,9
59068,4,4
42949895347,2,2
42949895337,2,2
42949895349,2,2
42949692797,3,3
8590352707,2,2
77309682657,8,8
39556,21,20
25621,5,5
25770135293,2,2
25770135297,2,2
25770135294,2,2
25770135296,2,2
25770135295,2,2
25770135298,3,3
111669279132,2,2
137439264991,3,3
103079436821,2,2
326417565209,2,2
94489705272,3,3
8589955675,6,6
60129710997,2,2
34359865656,6,6
154619171276,2,2
25770245772,3,3
25770245770,2,2
17180126257,3,3
85272,23,21
34360119511,17,15
85899390238,2,2
42949725681,4,4
85899390241,2,2
68719621676,2,2
85899390242,2,2
8590311622,48,40
17179984812,16,14
137439195240,2,2
171799110770,2,2
364625,165,103
17180265369,2,2
17180265368,2,2
137439334145,3,3
85899502130,4,4
197568515913,2,2
34360097045,2,2
85899502135,2,2
34360097049,7,7
128849027890,3,3
128849027888,2,2
120259296005,3,3
180388919472,2,2
34359995741,10,8
34359995742,7,6
34359995745,9,9
34359995744,7,6
34359995740,5,4
85899723183,2,2
77309812380,2,2
60129685337,2,2
206158544886,2,2
206158544884,2,2
197568811774,2,2
51539756095,4,4
180388764967,5,5
42949748347,16,16
51539754317,5,5
274878228113,2,2
127229,57,41
163209182490,2,2
163208995315,3,3
8590121704,4,4
8590121702,4,4
257698349675,3,3
16997,44,28
257698349671,2,2
60129772139,4,4
8590179227,28,26
16998,6,6
231928427638,2,2
163208911849,2,2
34360006407,7,5
85899534141,4,4
17180272243,4,4
17180272246,3,3
42950109743,3,3
85899534132,2,2
68719825926,2,2
68719870418,2,2
171799022549,3,3
8590266825,2,2
8590266826,8,8
137439280191,2,2
378475,4,4
163209010843,3,3
42949866646,5,5
170463,3,3
8590272865,4,4
240518407788,2,2
68719669763,2,2
163208872158,2,2
85899541757,2,2
154618929891,2,2
163208872155,2,2
146029068818,2,2
163208872156,2,2
51539975169,2,2
181730,2,2
51539975162,13,10
42950106704,10,7
51539834124,2,2
15731,37,24
34360088028,5,5
51539975165,2,2
51539975160,2,2
17180287759,2,2
249108536413,2,2
77309819367,10,8
85899602136,2,2
78975,57,20
8590226463,33,25
8590226479,4,4
8590318489,5,5
68719886335,2,2
8590366261,2,2
34360000059,4,4
283468114391,2,2
8590045537,2,2
214748716177,3,3
146028907986,3,3
34360140696,2,2
17180283761,2,2
17180283762,2,2
103079375230,2,2
17180241776,9,8
17180143022,4,4
17180143025,4,4
34360136681,2,2
34360136683,4,4
17180143024,7,7
17179921884,4,4
8589979176,5,5
180388718554,3,2
25770005755,2,2
171798950125,6,6
171798950126,3,3
60129885890,2,2
197568621843,2,2
188978731955,2,2
402139,2,2
402151,7,7
77309791893,2,2
231928294475,2,2
77309752669,2,2
17180208379,3,3
94489328005,2,2
60129812585,7,6
111669255506,2,2
8590219992,3,3
42950009388,4,4
266288073193,2,2
137439082387,3,3
197568605195,4,4
197568605209,4,4
17180025653,14,14
155781,55,46
171798732151,4,4
240518202417,3,3
34360030712,14,14
68719733489,4,4
361082,3,3
361081,6,6
361080,4,4
103079241556,2,2
184289,12,11
68719850192,4,4
17180254133,38,27
25770079135,19,18
85899530344,2,2
25770079131,2,2
17180091953,3,3
17180091949,5,5
17180091952,3,3
17180091951,3,3
17180091954,4,4
17180091948,2,2
17180091950,2,2
393248,2,2
111669362534,4,4
25770087568,2,2
146029081346,2,2
309880,3,3
309881,4,4
283468114519,2,2
8590304441,2,2
206158560239,2,2
85899583953,6,6
94489443481,6,6
77309633139,5,5
274878202029,2,2
103079570652,2,2
85899583770,4,4
85899583768,3,3
171798700684,4,4
103079570653,3,3
51539666944,3,3
128849395923,3,3
128849370587,2,2
128849285359,2,2
292058018300,2,2
309237997509,2,2
60129853755,7,7
25770139928,13,12
223338626635,2,2
103079291829,2,2
42949999773,3,3
231928255486,2,2
197568531585,7,7
192196,19,19
8590212894,2,2
396837,3,3
396841,2,2
396840,2,2
396836,2,2
396838,3,3
396839,6,5
60129899471,2,2
60129708887,2,2
60129899468,4,4
60129899472,2,2
60129899469,2,2
85899760752,2,2
85899760751,2,2
17180283417,2,2
309237746409,2,2
309237783014,2,2
309237783021,3,3
231928657559,2,2
8590258595,2,2
231928657552,2,2
163208822016,2,2
42949924812,3,3
163208993820,3,3
188978772487,2,2
223338362011,2,2
223338362015,2,2
25770177818,2,2
34359935737,3,3
171798963634,4,4
94489550922,7,7
17180283960,3,3
100773,18,18
379331,4,3
379332,3,3
61433,15,12
68719502650,3,3
53598,3,3
61427,29,24
60129740066,5,5
77309420357,2,2
42949958252,4,4
151716,2,2
151717,3,3
151714,2,2
151712,2,2
151713,3,3
151718,3,3
151715,3,3
8590332278,3,3
137439174310,2,2
137439174308,2,2
8590332279,2,2
34360040350,2,2
85899773304,3,3
206158453922,2,2
231928516026,2,2
94489539562,2,2
137439138154,2,2
17180178915,8,8
17180178917,2,2
17180178916,2,2
8589946540,2,2
17180178918,2,2
283468003106,2,2
154619136256,2,2
94489294027,2,2
128849103419,2,2
42950013355,2,2
51540018192,2,2
42949779365,4,4
60129619124,3,3
17180103918,3,3
77309481175,5,5
141367,10,10
68719904430,3,3
274878156136,2,2
34359771747,3,3
34359821253,3,3
8590200328,2,2
42949753394,2,2
34359835688,2,2
25769806919,8,8
62283,3,3
249108360620,2,2
62281,4,4
62282,2,2
111669552802,2,2
249108360614,2,2
249108303797,2,2
17179997651,10,10
34359817679,2,2
34359817677,6,6
34359817680,2,2
34359817676,2,2
111669209285,2,2
103079550893,2,2
94489563319,2,2
292057858222,2,2
68719505196,2,2
180388942223,3,3
188978977249,2,2
274878059529,2,2
8589941685,2,2
42949713416,6,4
42949727714,10,10
180388867838,2,2
60129576414,5,5
68719828656,3,3
51539949860,8,8
68719587165,2,2
51539868701,2,2
51539868702,3,3
60129748240,3,3
8590007014,4,4
60129748241,4,4
25770021754,2,2
180388723799,2,2
292057858303,2,2
174505,25,17
42950101597,10,9
13617,216,105
163209101170,2,2
17179978599,3,3
180388743383,2,2
169723,5,4
60129589922,2,2
8590076617,2,2
60129653855,2,2
405327,12,11
34359817766,2,2
137439174526,2,2
51539709070,10,8
128849432769,2,2
137439174530,2,2
120259351645,3,3
137439174527,2,2
68719785191,4,4
197568684669,2,2
266288034491,2,2
274878290430,2,2
60129917254,3,3
51539623785,2,2
60129917255,2,2
17179920945,2,2
42949746648,2,2
60129917253,2,2
60129917259,3,3
25769821861,3,3
60129917260,4,4
25770223788,2,2
25770223794,2,2
25770223793,2,2
17180187021,4,4
68719729965,5,5
17179870593,4,4
17179948932,3,3
214748673672,2,2
17179948938,2,2
68719729966,3,3
120259529022,4,4
25769855963,7,6
25769855969,2,2
25769855965,7,7
8590282271,3,3
8590260303,4,4
68719737700,4,4
8590260301,6,6
154619100739,2,2
17180241127,19,16
51539921747,2,2
42949706154,2,2
60129636586,2,2
306612,20,18
51539888961,2,2
25769893237,2,2
240518355511,2,2
34360041848,4,4
68719709746,4,4
85899755230,3,3
188978683178,2,2
257698115280,2,2
34359960289,2,2
8590026229,3,3
34359960290,3,3
231928347318,2,2
128849165628,2,2
85899581307,4,4
34359960753,3,3
34359960754,4,4
34359960755,2,2
17180266105,3,3
17180266101,2,2
17180266106,8,8
17180266103,2,2
17180266104,2,2
17180266100,2,2
17180266102,13,11
68719557639,2,2
8589981785,3,3
25769912129,4,2
17180062252,14,12
176795,5,5
154618955109,2,2
299305,54,40
154618955112,2,2
60129586106,2,2
111669186552,2,2
128849293584,2,2
8590056225,3,3
111669460655,5,5
17180112197,4,4
137438997858,3,3
68719782598,2,2
137438997857,3,3
25770173893,6,6
8589998883,2,2
8589998882,2,2
8589998885,3,3
8589998879,3,3
68719487192,2,2
8590037254,7,7
68719487188,2,2
85899482216,3,3
85899482214,2,2
111669159063,2,2
25769904481,3,3
34359969878,17,13
359327,5,5
120259157081,2,2
166733,11,10
42949930183,3,3
8589967778,5,5
34360132433,8,8
111669568594,5,4
123757,18,12
137439144432,5,5
85899465267,5,5
137439144437,4,4
42949735814,3,3
42949735815,2,2
42949735813,2,2
68719726540,2,2
42949864004,2,2
8590189259,2,2
8590165926,5,5
188978766556,3,3
137438965993,2,2
8590189261,4,4
103079482557,2,2
328377,50,42
42949827798,2,2
25770121935,3,3
60129766378,2,2
42949783048,4,4
42949788273,2,2
42950074850,2,2
42950074849,2,2
111669543536,2,2
42950093320,5,5
34359960928,3,3
34359960925,2,2
34359960924,2,2
257698047427,2,2
206158602679,2,2
188978818361,2,2
266864,6,6
42782,2,2
148437,4,4
85899524236,2,2
34359856661,7,7
137439343296,2,2
188978818358,3,3
34359856658,4,4
77309457123,6,6
190579,4,4
137439068184,2,2
137439068189,2,2
137439068191,3,3
137439068188,2,2
8589950658,5,5
34360078436,7,7
11222,21,20
42949768626,3,3
47258,10,8
17180056849,2,2
17180056845,5,4
17180056850,5,5
344157,51,37
17180056847,2,2
77309775138,2,2
171798897059,2,2
77309775136,5,5
25770218308,4,4
274712,9,9
274704,2,2
274707,3,3
274702,2,2
274706,2,2
42949916292,2,2
214748641292,2,2
77309515386,7,7
163209124135,4,4
261332,2,2
111669280415,2,2
77309515384,4,4
77309515385,6,6
163209124134,3,3
85899711882,3,3
105627,8,8
180389028219,2,2
8590115286,58,42
17180240959,8,8
51539852684,3,3
214748444960,2,2
68719487741,2,2
214748444956,2,2
214748444958,2,2
68719487738,8,8
214748444957,2,2
68719487744,3,3
85899761397,3,3
85899761398,2,2
128849400694,4,4
128849400697,2,2
17180104167,15,13
51539817822,3,3
8590038917,35,22
180388678552,2,2
292057938230,2,2
300647933336,3,3
333515,4,4
17179900082,14,14
25770184586,9,9
154619101095,4,4
154619101096,5,5
154619101097,2,2
8590064165,6,6
154619101090,2,2
77309581516,2,2
8589960394,6,6
8589960399,6,6
60129708479,7,7
8590058792,3,3
17180150254,3,3
85899653802,2,2
94489397589,2,2
17179905710,2,2
240223,4,4
17180150253,5,3
42950106706,7,6
128849064175,2,2
128849064178,3,3
128849064174,3,3
13491,6,6
25770136457,6,5
25769860623,4,4
17180049962,3,3
25769951455,4,4
51539939483,2,2
51539939484,2,2
51539939485,2,2
42949737910,3,3
77309826136,2,2
197568760287,2,2
8590344252,2,2
25769905223,2,2
34359787921,5,5
131316,39,32
34359994447,2,2
60129776680,2,2
131319,15,15
34359884500,12,11
60129776676,2,2
60129776678,2,2
60129776679,2,2
113974,4,4
34359836717,11,10
34359997619,5,4
154619185957,2,2
240518213853,2,2
60129975872,2,2
77309681112,4,4
94489379481,2,2
94489379482,2,2
94489379478,2,2
94489379479,2,2
94489422637,6,6
117099,6,5
77309802426,3,3
171798733497,2,2
85899757683,2,2
60129636574,4,4
197568536201,2,2
111669479035,2,2
68719489730,3,3
25769854470,4,3
68719489734,3,3
111669479037,3,3
171799050016,2,2
214748699521,3,3
60129806993,5,5
240518303462,2,2
103079561934,3,3
128849364928,2,2
128849364934,3,3
128849364940,2,2
34359873307,2,2
283467859621,2,2
17179983663,7,7
341783,8,8
42949901033,8,8
51539762442,2,2
8590222510,2,2
51539762438,2,2
8590222509,27,22
51539762443,3,3
25769836469,5,5
42949900905,4,4
408981,91,65
60129748824,3,3
77309656229,4,4
85899462092,2,2
34359903384,2,2
85899462094,2,2
34359903386,4,4
34359903385,4,4
85899462097,3,3
257698182820,2,2
17179931678,19,19
42949843203,5,5
25770245452,3,3
223338399052,2,2
40490,92,51
188978952242,2,2
51540043380,3,3
51539917971,4,4
154618914810,2,2
77309527856,2,2
188978786826,4,4
249108133478,2,2
50963,6,6
50958,2,2
50964,3,3
50965,15,14
50961,5,5
146029210137,2,2
44896,7,7
25770161529,2,2
17180125284,2,2
146029025214,4,4
103079316570,9,7
8589955939,2,2
283468080021,2,2
34359801688,2,2
285139,8,8
214748427122,2,2
42949722362,3,3
146028915147,4,4
214748427129,3,3
146028915139,4,4
197568823767,2,2
285138,7,7
249108219095,2,2
249108219096,2,2
17179886836,6,6
137438983069,2,2
17179886840,6,6
17179899495,2,2
60129812649,2,2
307012,36,18
8590377444,18,13
60129812656,6,6
42950102966,9,7
51540029508,2,2
51540029502,3,3
51540011526,6,6
51540029507,4,4
51540029506,3,3
51540029503,2,2
123413,165,118
197568703642,2,2
90967,30,26
34360085109,3,3
8589947672,11,11
17180235789,2,2
25770052329,6,6
68719553755,5,5
34359923623,7,7
51539648736,2,2
8590194505,6,6
8590194506,3,3
8590194507,3,3
8590194504,2,2
17180219303,10,8
25770237170,5,5
17179998486,10,6
128849312830,2,2
17179928095,9,7
17179998484,5,5
8590051831,2,2
8590051833,3,3
8590051835,6,5
8590051832,2,2
8590051834,5,4
8590051830,2,2
77309426828,3,3
42949789730,11,10
369082,5,4
17180163096,5,5
85899356031,2,2
85899356032,2,2
8590021028,2,2
85899356033,2,2
42950068120,2,2
8590104458,4,4
8590104459,3,3
8590104460,3,3
8589999878,5,5
8590104461,4,4
13575,4,4
42949968550,2,2
85899732245,5,5
135563,47,32
8590292826,4,4
402249,8,8
111669407412,3,3
111669259476,6,6
135567,7,6
214748577760,2,2
17180051710,4,4
77309504278,9,8
42950055280,2,2
316199,63,27
176170,6,5
176177,3,3
223338700266,2,2
128849074801,11,10
214748695556,2,2
137439124403,2,2
79635,29,25
94489685959,2,2
17180123655,35,30
120259338426,5,4
8590122906,3,3
8590122904,8,8
8590122907,3,3
8590122908,3,2
8590122905,2,2
8590122913,2,2
8590122916,2,2
8590122914,2,2
8590122915,2,2
8590122917,2,2
25769806978,6,6
68719881302,2,2
60129971860,2,2
60129971863,5,5
42949953552,5,5
60129971861,5,5
94489628490,3,3
17180217253,8,7
257698297867,3,3
77309736722,3,3
17180217250,2,2
94489529376,3,3
25770055474,11,11
256174,2,2
8590122994,4,4
8590122997,2,2
8590122995,3,3
8590122996,2,2
8590122992,3,3
94489662331,2,2
17179874459,4,4
17179874460,3,3
17179874461,4,4
8590054300,8,8
17179874457,2,2
8590087192,2,2
85899690875,3,3
85899690874,3,3
389598,17,16
85899690867,3,3
8589956969,4,4
17179922677,3,3
42949792715,2,2
34360061609,2,2
146029167629,2,2
25770249813,5,5
146029167628,2,2
34360061614,5,5
120259234727,5,5
137439263911,2,2
137439263919,4,4
46728,12,12
197568522385,2,2
292058197730,2,2
292058106059,2,2
85899641182,2,2
292058197728,2,2
51539622568,20,18
197568899665,2,2
103079549377,2,2
240518401698,2,2
146029070482,4,3
94489473488,2,2
42949711764,4,4
146029070479,3,2
42949711769,8,7
25770185411,3,3
34359996807,2,2
223338399451,2,2
68719856953,3,3
17180079961,8,8
206158607095,2,2
34359926990,3,3
51539637896,2,2
282948,2,2
8590298075,3,3
171798878838,2,2
8590298078,5,5
282947,3,3
282949,2,2
197568562025,2,2
103079543916,3,3
94489301892,2,2
197568562026,3,3
17180139159,8,8
60129777147,2,2
146028935070,2,2
146028935073,2,2
128849225481,2,2
17179912090,2,2
94489567123,2,2
25769816683,4,4
42949837327,3,3
188978759670,4,4
42949837331,4,4
94489345767,9,9
94489606005,2,2
120259217457,4,4
120259217458,3,3
274549,12,9
120259217459,3,3
51539808718,2,2
85899594449,2,2
25770081950,2,2
8590193246,32,30
34360129966,2,2
80695,2,2
34360014445,5,5
77309492070,2,2
77309492063,2,2
68719895384,2,2
25769889491,8,8
146028990344,2,2
214748553458,2,2
128849049019,2,2
221576,9,9
128849049031,4,4
214748553456,2,2
111669241664,2,2
171798888094,2,2
94489703563,2,2
8590310188,2,2
77309617257,2,2
80746,41,20
68719901325,2,2
146028916739,7,7
94489329745,2,2
25769880332,5,5
154619062553,2,2
34360102784,7,6
42949778793,11,11
171798878933,2,2
111669222594,2,2
85899602382,7,7
51539973055,4,4
85899752502,10,8
34360102787,4,4
103079418955,2,2
266288031862,3,3
197568795157,2,2
154619261429,2,2
146029127755,3,3
60129772174,3,3
154619261427,3,3
154619261430,2,2
154619261425,5,5
8589994814,112,97
25769958226,2,2
183016,7,6
111669408897,2,2
17180114251,24,22
111669408906,2,2
68719709902,3,3
111669408899,3,3
17180194720,8,8
8589936552,3,3
34359854872,2,2
34359854877,10,9
51539917396,2,2
103079229653,3,3
77309766084,4,4
60129714330,5,5
154619259887,2,2
154619259888,3,3
60129829103,4,4
197568616234,2,2
163209174713,4,4
51539669364,8,8
8590340846,7,7
94489503033,9,9
34360075561,5,4
51539869845,2,2
34360075563,7,6
51539869846,3,3
215850,7,6
157159,38,7
51540002884,3,3
154619160611,2,2
17180154934,3,3
17180154933,4,4
217470,16,14
25769812815,6,6
85899351824,4,4
60129722432,14,11
8590171983,13,12
8590171988,5,5
8590171978,3,3
34359793245,5,5
153065,3,3
17180210224,18,18
223338363356,2,2
17180210225,3,3
180389059860,2,2
17180110767,2,2
257698090017,2,2
366080,3,2
77309435707,3,2
8590000001,3,3
8590000000,12,12
240518409465,2,2
240518409466,2,2
103479,2,2
51539872011,4,4
17180031602,3,3
94489698038,2,2
116450,2,2
116449,3,2
116451,3,3
116448,4,4
17180045297,2,2
42949932338,3,3
42949932334,29,25
42949932337,3,3
42949923722,8,8
267790,51,42
17180179391,3,3
8590059471,2,2
25770162880,8,7
60129624825,2,2
60129624830,3,3
359146,9,9
25770162877,8,7
223338575489,3,3
34359829039,7,7
188978798968,6,6
11365,23,17
11366,2,2
11364,50,29
17180031157,4,4
94489515475,5,5
17180031154,2,2
111669319373,2,2
71543,7,7
111669249640,3,3
111669249639,2,2
111669249638,2,2
128849392893,2,2
25769935883,3,3
51540049038,3,3
85899447353,2,2
85899447355,5,5
361372,18,17
85899415239,5,4
171799076036,4,4
171799076033,2,2
42949928489,2,2
25770245514,4,4
180388648695,2,2
25770207368,4,4
8590197165,11,11
240518391718,2,2
128849072155,4,4
8590105873,2,2
103079295528,2,2
154619155966,2,2
286497,15,14
77309709531,6,6
8590081113,24,18
103079474872,2,2
51539820384,2,2
111669269886,2,2
42950076591,2,2
34359866856,5,5
51540024525,6,6
292058026824,2,2
180388899646,3,3
137439215315,4,4
51539714217,3,3
120259233796,2,2
51539932243,3,3
8589976168,15,12
25769986783,5,5
42950096610,9,9
8590373147,2,2
8590373146,2,2
8590373148,2,2
8590373145,4,4
197568918527,2,2
103079390968,2,2
16537,33,28
8590215288,6,6
34360015469,2,2
34359971579,3,3
34360015470,2,2
77309689582,3,3
111669444360,4,4
111669444361,2,2
42949837313,7,7
42949855706,3,3
8590374380,2,2
206158600466,2,2
206158600469,2,2
85899391997,2,2
60129937979,2,2
8590131812,2,2
51539680827,6,6
180388633975,2,2
137439225967,8,6
154618824831,2,2
163208795480,2,2
17180273211,4,4
146029128636,2,2
249108190265,2,2
17180273213,2,2
17180143047,3,3
60129591830,2,2
17179921203,3,3
128849065312,2,2
17180042764,3,3
137439108065,4,4
163209102229,2,2
137438971858,3,3
223338627839,3,3
85899578149,2,2
292058063904,2,2
51539862009,2,2
51539976870,3,3
85899578169,6,6
249523,10,10
34359992838,3,3
223338627828,2,2
60129586025,7,6
60129586023,3,3
39051,8,7
223338627841,4,4
68719891857,2,2
17180277713,4,4
8590200391,2,2
128849365848,3,3
85899621984,3,3
85899621985,2,2
180388824415,2,2
68719587116,4,4
180388963318,2,2
180388963328,3,3
8590047160,22,20
137438969361,3,3
34359837280,2,2
17180304913,2,2
17180203484,3,3
17180203486,3,3
17180304914,3,3
197568568384,2,2
8590035101,6,6
8590035098,2,2
8590035099,14,13
8590035100,3,3
8590231901,2,2
8590231903,12,12
85899677281,2,2
25770183058,5,5
183972,156,99
42949714941,2,2
188978940308,2,2
351699,3,3
68719505410,2,2
351706,4,4
17180219502,17,16
42949857461,5,5
68719505404,3,3
103079288435,3,3
292057842635,2,2
231928478478,2,2
317827911461,2,2
146029001641,2,2
111669377388,3,3
111669154037,2,2
17179869833,14,12
25769993974,13,13
25769993979,6,6
25769993976,3,3
34359867024,3,3
25769921930,3,3
25769921927,4,4
77309740585,3,3
338584,5,5
60129830594,2,2
60129830583,3,3
60129830590,3,3
8590011225,36,35
60129830582,3,3
8589953075,3,3
17180184513,4,4
17180184512,2,2
197568884464,3,2
77309420280,3,3
68719726039,3,3
214748673589,2,2
77309420273,2,2
128849065148,3,3
8590070813,5,5
60129863091,3,3
68719726043,3,3
25770087108,4,4
223338450470,2,2
188978858256,4,4
171798737851,2,2
180388974330,2,2
17179869746,3,3
111669391364,2,2
310054,2,2
25770236222,6,6
197568612023,2,2
51539925331,3,3
231928569712,2,2
51539925334,3,3
17180045089,3,3
197568675511,3,3
197568675510,2,2
197568560602,3,3
34359823775,2,2
120259365370,3,3
154618837692,3,3
85899535784,2,2
154618837690,2,2
186552,3,3
137439265334,3,3
77309631637,3,3
249108256457,2,2
274878149982,2,2
163208989963,2,2
206158819309,3,3
128849367854,2,2
8590269885,2,2
8590269886,4,4
367942,21,16
367948,13,13
342546,2,2
128849103677,2,2
25770180717,2,2
128849189634,2,2
60129962056,4,4
25770189945,5,5
25770189939,4,4
25770189946,3,3
25770189943,10,10
8590312374,9,9
25770189941,2,2
25770189944,5,5
25770189940,3,3
223338523646,2,2
120259409809,2,2
