,Text,id,ch_start_tar,ch_end_tar,source_book_ms,book_count,cluster
24,0845Maqrizi.Mawaciz,Shamela0011566,163144,163485,1045,1,171798982073
25,0845Maqrizi.Muqaffa,Sham19Y0145334,163144,163485,1259,1,171798982073
26,0845Maqrizi.ItticazHunafa,Shamela0000176,163144,163485,331,1,171798982073
27,0845Maqrizi.Muqaffa,Sham19Y0145334,164092,164942,1260,1,68719725047
28,0845Maqrizi.ItticazHunafa,Shamela0000176,164092,164942,331,1,68719725047
29,0845Maqrizi.Muqaffa,Sham19Y0145334,165708,166335,1260,1,8590218656
30,0845Maqrizi.ItticazHunafa,Shamela0000176,165708,166335,331,1,8590218656
31,0845Maqrizi.ItticazHunafa,Shamela0000176,166496,167153,359,1,8590218655
32,0845Maqrizi.ItticazHunafa,Shamela0000176,168310,169011,360,1,85899367969
33,0930IbnIyas.BadaicZuhur,Kraken220308195638,170455,170826,178,1,103079416137
34,0845Maqrizi.ItticazHunafa,Shamela0000176,171410,171792,384,1,25770061197
35,0845Maqrizi.ItticazHunafa,Shamela0000176,171819,172555,385,1,77309585570
36,0845Maqrizi.Mawaciz,Shamela0011566,202281,202532,255,1,386547070826
37,0845Maqrizi.Mawaciz,Shamela0011566,202749,203100,254,1,283467930762
38,0845Maqrizi.Durar,Kraken220413030834,211186,211777,1428,1,231928259776
39,0845Maqrizi.ShudhurCuqud,MMS00014,220587,221164,15,1,128849027217
40,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,220587,221164,119,1,128849027217
41,0845Maqrizi.ShudhurCuqud,MMS00014,221216,221444,15,1,274878133755
42,0845Maqrizi.ShudhurCuqud,MMS00014,222039,222770,1,1,180388650937
43,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,222039,222770,106,1,180388650937
44,0845Maqrizi.ShudhurCuqud,MMS00014,222347,222703,1,1,313867
45,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,222347,222703,106,1,313867
46,0855BadrDinCayni.CumdatQari,Shamela0005756,223703,224466,5318,1,51539679577
47,0855BadrDinCayni.NukhabAfkar,Sham19Y0013667,223703,224466,2966,1,51539679577
48,0855BadrDinCayni.NukhabAfkar,Sham19Y0013667,223703,224466,3131,1,51539679577
49,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,223703,224466,106,1,51539679577
50,0749IbnFadlAllahCumari.MasalikAbsar,Kraken210630005153,223877,224072,2201,1,51539679576
51,0845Maqrizi.ShudhurCuqud,MMS00014,225941,226155,1,1,180388650938
52,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,226057,226592,107,1,51539854482
53,0845Maqrizi.ShudhurCuqud,MMS00014,227671,227984,2,1,94364
54,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,227686,228270,107,1,51539854483
55,0845Maqrizi.ShudhurCuqud,MMS00014,228382,229025,3,1,163209138958
56,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,228382,229025,108,1,163209138958
57,0845Maqrizi.ShudhurCuqud,MMS00014,230127,230809,3,1,68719818698
58,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,230127,230809,108,1,68719818698
59,0630IbnAthirCizzDin.Kamil,JK000911,231953,232678,1471,1,42949810633
60,0733Nuwayri.NihayatArab,Shamela0010283,231953,232678,4700,1,42949810633
61,0808IbnKhaldun.Tarikh,Shamela0012320,231953,232678,1417,1,42949810633
62,0276IbnQutaybaDinawari.CuyunAkhbar,Shamela0023790,231953,232678,178,1,42949810633
63,0845Maqrizi.ShudhurCuqud,MMS00014,231953,232678,4,1,42949810633
64,0874IbnTaghribirdi.NujumZahira,JK001330,231953,232678,137,1,42949810633
65,0395AbuHilalCaskari.Awail,Shamela0010529,231953,232678,153,1,42949810633
66,0911Suyuti.TarikhKhulafa,Shamela0011997,231953,232678,190,1,42949810633
67,0821Qalqashandi.SubhAcsha,Shamela0009429,231953,232678,1919,1,42949810633
68,0279Baladhuri.FutuhBuldan,Shamela0012221,231953,232678,197,1,42949810633
69,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,231953,232678,109,1,42949810633
70,0845Maqrizi.ShudhurCuqud,MMS00014,233641,234392,4,1,317827806446
71,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,233641,234392,109,1,317827806446
72,0845Maqrizi.ShudhurCuqud,MMS00014,235489,236704,5,1,120259318471
73,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,235489,236704,110,1,120259318471
74,0597IbnJawzi.Muntazam,Shamela0012406,235518,235753,1486,1,214748366923
75,0845Maqrizi.ShudhurCuqud,MMS00014,235917,236671,5,1,60129564772
76,0224QasimIbnSallam.Amwal,JK006800,235917,236671,341,1,60129564772
77,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,235917,236671,110,1,60129564772
78,0845Maqrizi.ShudhurCuqud,MMS00014,239570,240612,6,1,94489587534
79,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,239570,240612,111,1,94489587534
80,0845Maqrizi.ShudhurCuqud,MMS00014,240190,240465,6,1,94489587535
81,0520IbnRushdJadd.BayanWaTahsil,Shamela0021751,240190,240465,7157,1,94489587535
82,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,240190,240465,111,1,94489587535
83,0845Maqrizi.ShudhurCuqud,MMS00014,241524,242486,7,1,60129702409
84,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,241524,242486,112,1,60129702409
85,0630IbnAthirCizzDin.Kamil,JK000911,241876,242406,1471,1,42949810635
86,0808IbnKhaldun.Tarikh,Shamela0012320,241876,242406,1418,1,42949810635
87,0874IbnTaghribirdi.NujumZahira,JK001330,241876,242406,138,1,42949810635
88,0458AbuYaclaIbnFarra.AhkamSultaniyya,Shamela0022877,241876,242406,135,1,42949810635
89,0279Baladhuri.FutuhBuldan,Shamela0012221,241876,242406,382,1,42949810635
90,0845Maqrizi.ShudhurCuqud,MMS00014,243298,244131,7,1,60129702407
91,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,243298,244131,112,1,60129702407
92,0845Maqrizi.ShudhurCuqud,MMS00014,247514,248371,8,1,68719583912
93,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,247514,248371,113,1,68719583912
94,0852SirajDinIbnWardi.KharidatCajaib,Masaha004380,249263,249413,298,1,240518459161
95,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,251934,252400,114,1,68719760374
96,0845Maqrizi.ShudhurCuqud,MMS00014,252425,252802,9,1,34359915654
97,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,252425,252802,114,1,34359915654
98,0845Maqrizi.ShudhurCuqud,MMS00014,253419,253756,9,1,34359915655
99,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,253419,253756,114,1,34359915655
100,0845Maqrizi.ShudhurCuqud,MMS00014,261198,261915,15,1,163208831613
101,0845Maqrizi.NuqudQadima,Shamela0010710Sec3,261198,261915,120,1,163208831613
102,0779IbnBattuta.Rihla,Shamela0011769,266177,266777,601,1,137439058027
103,0749IbnFadlAllahCumari.MasalikAbsar,Kraken210630005153,267279,267673,1993,1,68719843829
104,0845Maqrizi.Durar,Kraken220413030834,272077,272602,1423,1,180388836024
105,0845Maqrizi.Mawaciz,Shamela0011566,282288,282660,202,1,68719631899
106,0767CizzDinIbnJamaca.MukhtasarKabir,Masaha002867,297919,298264,93,1,154619024932
107,0767CizzDinIbnJamaca.MukhtasarKabir,Masaha002867,297919,298264,113,1,154619024932
108,0767CizzDinIbnJamaca.MukhtasarKabir,Masaha002867,318658,319415,107,1,266288314593
109,0749IbnFadlAllahCumari.MasalikAbsar,Kraken210630005153,319915,320469,3260,1,154618980398
110,0749IbnFadlAllahCumari.MasalikAbsar,Kraken210630005153,319915,320469,3586,1,154618980398
111,0749IbnFadlAllahCumari.MasalikAbsar,Kraken210630005153,319915,320469,3869,1,154618980398
