,section,st_pos,mid_pos,date
0,0,0,0.0,0
1,1,0,4.0,0
2,2,8,907.5,0
3,3,1807,2083.5,597
4,4,2360,2378.5,0
5,5,2397,4777.5,0
6,6,7158,17202.5,0
7,7,27247,33048.5,0
8,8,38850,54311.5,0
9,9,69773,72506.5,0
10,10,75240,77093.5,0
11,11,78947,79006.0,0
12,12,79065,79085.0,0
13,13,79105,84294.5,0
14,14,89484,96691.0,597
15,15,103898,110365.0,598
16,16,116832,116900.0,0
17,17,119634,119634.0,0
