cluster,id
137439301932,Shamela0010710Sec0
17180157487,Shamela0010710Sec0
17179989380,Shamela0010710Sec0
17179989374,Shamela0010710Sec0
17179989375,Shamela0010710Sec0
17179989378,Shamela0010710Sec0
17179989376,Shamela0010710Sec0
68719477637,Shamela0010710Sec0
85899470768,Shamela0010710Sec0
223338375707,Shamela0010710Sec0
68719563837,Shamela0010710Sec0
94489564858,Shamela0010710Sec0
68719563841,Shamela0010710Sec0
171798859450,Shamela0010710Sec0
240095,Shamela0010710Sec0
171798859455,Shamela0010710Sec0
112223,Shamela0010710Sec0
5424,Shamela0010710Sec0
112229,Shamela0010710Sec0
112230,Shamela0010710Sec0
17180020618,Shamela0010710Sec0
17180020626,Shamela0010710Sec0
295535,Shamela0010710Sec0
17180020633,Shamela0010710Sec0
223338349054,Shamela0010710Sec0
223338349042,Shamela0010710Sec0
191711,Shamela0010710Sec0
191712,Shamela0010710Sec0
223338349053,Shamela0010710Sec0
163208884857,Shamela0010710Sec0
213292,Shamela0010710Sec0
8589939714,Shamela0010710Sec0
8590088024,Shamela0010710Sec0
111669292930,Shamela0010710Sec0
137439185049,Shamela0010710Sec0
249108256053,Shamela0010710Sec0
137439186862,Shamela0010710Sec0
137439186858,Shamela0010710Sec0
42950053493,Shamela0010710Sec0
128849367885,Shamela0010710Sec0
257698286117,Shamela0010710Sec0
120259446913,Shamela0010710Sec0
274877922430,Shamela0010710Sec0
77309542540,Shamela0010710Sec0
249108455688,Shamela0010710Sec0
249108455686,Shamela0010710Sec0
103079476780,Shamela0010710Sec0
155619,Shamela0010710Sec0
155615,Shamela0010710Sec0
155617,Shamela0010710Sec0
155620,Shamela0010710Sec0
155616,Shamela0010710Sec0
155618,Shamela0010710Sec0
369367302507,Shamela0010710Sec0
369367557002,Shamela0010710Sec0
77309682849,Shamela0010710Sec0
188978569850,Shamela0010710Sec0
343597449167,Shamela0010710Sec0
137439304083,Shamela0010710Sec0
17180126190,Shamela0010710Sec0
25770023616,Shamela0010710Sec0
17180007273,Shamela0010710Sec0
163209034913,Shamela0010710Sec0
163209034916,Shamela0010710Sec0
51539636726,Shamela0010710Sec0
163209034914,Shamela0010710Sec0
163209034919,Shamela0010710Sec0
197568774377,Shamela0010710Sec0
25770159799,Shamela0010710Sec0
197568774378,Shamela0010710Sec0
197568774379,Shamela0010710Sec0
163208972750,Shamela0010710Sec0
163209005838,Shamela0010710Sec0
163208972745,Shamela0010710Sec0
163209005832,Shamela0010710Sec0
163209005834,Shamela0010710Sec0
163209005836,Shamela0010710Sec0
34359928583,Shamela0010710Sec0
25769830665,Shamela0010710Sec0
25769830666,Shamela0010710Sec0
274878253814,Shamela0010710Sec0
68719761645,Shamela0010710Sec0
68719531721,Shamela0010710Sec0
68719531725,Shamela0010710Sec0
60129694922,Shamela0010710Sec0
68719531722,Shamela0010710Sec0
68719761644,Shamela0010710Sec0
94489377926,Shamela0010710Sec0
94489377927,Shamela0010710Sec0
81950,Shamela0010710Sec0
81952,Shamela0010710Sec0
81951,Shamela0010710Sec0
120259294935,Shamela0010710Sec0
120259294938,Shamela0010710Sec0
25770019282,Shamela0010710Sec0
25770019283,Shamela0010710Sec0
17179971875,Shamela0010710Sec0
85899601494,Shamela0010710Sec0
317827759470,Shamela0010710Sec0
17180155272,Shamela0010710Sec0
34360003519,Shamela0010710Sec1
34360003520,Shamela0010710Sec1
34360003525,Shamela0010710Sec1
34360003523,Shamela0010710Sec1
180389016503,Shamela0010710Sec1
17180130395,Shamela0010710Sec1
17180130398,Shamela0010710Sec1
68719631090,Shamela0010710Sec1
25770115399,Shamela0010710Sec1
25770115398,Shamela0010710Sec1
146029099226,Shamela0010710Sec1
111669193330,Shamela0010710Sec1
146029099225,Shamela0010710Sec1
111669193328,Shamela0010710Sec1
146029099228,Shamela0010710Sec1
27989,Shamela0010710Sec1
146029145424,Shamela0010710Sec1
27987,Shamela0010710Sec1
240518444474,Shamela0010710Sec1
240518444468,Shamela0010710Sec1
17180178905,Shamela0010710Sec1
257698130919,Shamela0010710Sec1
171798762408,Shamela0010710Sec1
85899634069,Shamela0010710Sec1
17180141473,Shamela0010710Sec1
85899634068,Shamela0010710Sec1
181108,Shamela0010710Sec1
85899634076,Shamela0010710Sec1
227150,Shamela0010710Sec1
85899634071,Shamela0010710Sec1
85899634073,Shamela0010710Sec1
128849096331,Shamela0010710Sec1
103079506975,Shamela0010710Sec1
128849096333,Shamela0010710Sec1
128849096332,Shamela0010710Sec1
94489595748,Shamela0010710Sec1
51539950002,Shamela0010710Sec1
42950030932,Shamela0010710Sec1
42950030931,Shamela0010710Sec1
206158655415,Shamela0010710Sec1
42950030933,Shamela0010710Sec1
34360060261,Shamela0010710Sec1
146029033268,Shamela0010710Sec1
146029033271,Shamela0010710Sec1
180388950127,Shamela0010710Sec1
111669390377,Shamela0010710Sec1
240518474148,Shamela0010710Sec1
128849085372,Shamela0010710Sec1
257698353201,Shamela0010710Sec1
49589,Shamela0010710Sec1
128849085374,Shamela0010710Sec1
335007560123,Shamela0010710Sec1
49582,Shamela0010710Sec1
197568675139,Shamela0010710Sec1
42949914043,Shamela0010710Sec1
85899678998,Shamela0010710Sec1
111669264046,Shamela0010710Sec1
111669264044,Shamela0010710Sec1
111669264050,Shamela0010710Sec1
42949914045,Shamela0010710Sec1
85899679002,Shamela0010710Sec1
85899361332,Shamela0010710Sec1
111669264049,Shamela0010710Sec1
283467995825,Shamela0010710Sec1
51539920290,Shamela0010710Sec1
201857,Shamela0010710Sec1
60129885322,Shamela0010710Sec1
60129839462,Shamela0010710Sec1
201856,Shamela0010710Sec1
60129839471,Shamela0010710Sec1
60129839470,Shamela0010710Sec1
60129839467,Shamela0010710Sec1
60129839463,Shamela0010710Sec1
236405,Shamela0010710Sec1
236404,Shamela0010710Sec1
60129839468,Shamela0010710Sec1
60129839469,Shamela0010710Sec1
8590033928,Shamela0010710Sec1
8590033929,Shamela0010710Sec1
8590033930,Shamela0010710Sec1
8590033931,Shamela0010710Sec1
231928239173,Shamela0010710Sec1
120259091191,Shamela0010710Sec1
197568627867,Shamela0010710Sec1
154619189066,Shamela0010710Sec1
197568627869,Shamela0010710Sec1
240518445935,Shamela0010710Sec1
120259188619,Shamela0010710Sec1
120259109148,Shamela0010710Sec1
321272,Shamela0010710Sec1
321273,Shamela0010710Sec1
51539929532,Shamela0010710Sec1
166833,Shamela0010710Sec1
171798842810,Shamela0010710Sec1
8590316261,Shamela0010710Sec1
166832,Shamela0010710Sec1
171798842813,Shamela0010710Sec1
8590109678,Shamela0010710Sec1
111669209246,Shamela0010710Sec1
111669209249,Shamela0010710Sec1
8590109677,Shamela0010710Sec1
111669209247,Shamela0010710Sec1
60129588268,Shamela0010710Sec1
60129588271,Shamela0010710Sec1
60129588270,Shamela0010710Sec1
60129588269,Shamela0010710Sec1
60129588272,Shamela0010710Sec1
163208806675,Shamela0010710Sec1
25769851237,Shamela0010710Sec1
25769851231,Shamela0010710Sec1
25769851236,Shamela0010710Sec1
25769851232,Shamela0010710Sec1
25769851234,Shamela0010710Sec1
266288211002,Shamela0010710Sec1
249108379500,Shamela0010710Sec1
223338583371,Shamela0010710Sec1
386547112204,Shamela0010710Sec1
137439263278,Shamela0010710Sec1
111669488192,Shamela0010710Sec1
163208956238,Shamela0010710Sec1
8590146775,Shamela0010710Sec1
8590146779,Shamela0010710Sec1
8590146778,Shamela0010710Sec1
8590146776,Shamela0010710Sec1
231779,Shamela0010710Sec1
25769893924,Shamela0010710Sec1
42949759935,Shamela0010710Sec1
42949759938,Shamela0010710Sec1
17180241022,Shamela0010710Sec1
42949759937,Shamela0010710Sec1
42949759939,Shamela0010710Sec1
42949912014,Shamela0010710Sec1
42949912015,Shamela0010710Sec1
42949912013,Shamela0010710Sec1
42949912016,Shamela0010710Sec1
42949912017,Shamela0010710Sec1
111669350754,Shamela0010710Sec1
42949933381,Shamela0010710Sec1
342176,Shamela0010710Sec1
42949933383,Shamela0010710Sec1
111669350758,Shamela0010710Sec1
180388888236,Shamela0010710Sec2
34359990500,Shamela0010710Sec2
231928596949,Shamela0010710Sec2
121483,Shamela0010710Sec2
34359993671,Shamela0010710Sec2
121486,Shamela0010710Sec2
317827812043,Shamela0010710Sec2
317827812042,Shamela0010710Sec2
360777441661,Shamela0010710Sec2
180388921627,Shamela0010710Sec2
85899484739,Shamela0010710Sec2
180388921628,Shamela0010710Sec2
137439308000,Shamela0010710Sec2
137439308002,Shamela0010710Sec2
137439308001,Shamela0010710Sec2
85899609765,Shamela0010710Sec2
60129806752,Shamela0010710Sec2
68719840006,Shamela0010710Sec2
60129806753,Shamela0010710Sec2
68719840007,Shamela0010710Sec2
17180079851,Shamela0010710Sec2
8590136746,Shamela0010710Sec2
25770163744,Shamela0010710Sec2
25770163743,Shamela0010710Sec2
25770163745,Shamela0010710Sec2
25770163746,Shamela0010710Sec2
300647862330,Shamela0010710Sec2
68719573515,Shamela0010710Sec2
68719573516,Shamela0010710Sec2
42949799520,Shamela0010710Sec2
68719573520,Shamela0010710Sec2
68719573519,Shamela0010710Sec2
42949971642,Shamela0010710Sec2
8590167688,Shamela0010710Sec2
257698157708,Shamela0010710Sec2
42949971646,Shamela0010710Sec2
146029178059,Shamela0010710Sec2
34359957492,Shamela0010710Sec2
34359957493,Shamela0010710Sec2
34359957494,Shamela0010710Sec2
8590223779,Shamela0010710Sec2
77309519797,Shamela0010710Sec2
77309519799,Shamela0010710Sec2
77309559674,Shamela0010710Sec2
17179947220,Shamela0010710Sec2
17179947223,Shamela0010710Sec2
17179947221,Shamela0010710Sec2
8590067327,Shamela0010710Sec2
137439089607,Shamela0010710Sec2
137439089609,Shamela0010710Sec2
137439089608,Shamela0010710Sec2
111669469651,Shamela0010710Sec2
111669469652,Shamela0010710Sec2
111669469653,Shamela0010710Sec2
231928286539,Shamela0010710Sec2
231928286541,Shamela0010710Sec2
231928286540,Shamela0010710Sec2
68719740757,Shamela0010710Sec2
154619004321,Shamela0010710Sec2
25770146515,Shamela0010710Sec2
77309555988,Shamela0010710Sec2
154619004322,Shamela0010710Sec2
154619004324,Shamela0010710Sec2
111669187095,Shamela0010710Sec2
111669187097,Shamela0010710Sec2
111669187098,Shamela0010710Sec2
25769935963,Shamela0010710Sec2
25769935962,Shamela0010710Sec2
103079261268,Shamela0010710Sec2
42949861419,Shamela0010710Sec2
51539909627,Shamela0010710Sec2
42949861421,Shamela0010710Sec2
171798922306,Shamela0010710Sec2
266288054928,Shamela0010710Sec2
146029226235,Shamela0010710Sec2
146029226238,Shamela0010710Sec2
34359934327,Shamela0010710Sec2
146029226236,Shamela0010710Sec2
146029226237,Shamela0010710Sec2
163208873622,Shamela0010710Sec2
154619117442,Shamela0010710Sec2
154619117440,Shamela0010710Sec2
154619070998,Shamela0010710Sec2
8590206395,Shamela0010710Sec2
8590206398,Shamela0010710Sec2
8590206396,Shamela0010710Sec2
8590206397,Shamela0010710Sec2
197568686645,Shamela0010710Sec2
85899398432,Shamela0010710Sec2
240518447315,Shamela0010710Sec2
180388650936,Shamela0010710Sec3
180388650937,Shamela0010710Sec3
313867,Shamela0010710Sec3
197568808894,Shamela0010710Sec3
51539679577,Shamela0010710Sec3
51539854482,Shamela0010710Sec3
94363,Shamela0010710Sec3
51539854483,Shamela0010710Sec3
163209138956,Shamela0010710Sec3
163209138958,Shamela0010710Sec3
180388965461,Shamela0010710Sec3
111669162616,Shamela0010710Sec3
68719818698,Shamela0010710Sec3
68719818701,Shamela0010710Sec3
68719818699,Shamela0010710Sec3
317827806443,Shamela0010710Sec3
317827806446,Shamela0010710Sec3
42949810633,Shamela0010710Sec3
120259318471,Shamela0010710Sec3
120259318470,Shamela0010710Sec3
120259318474,Shamela0010710Sec3
60129564772,Shamela0010710Sec3
60129564774,Shamela0010710Sec3
94489587536,Shamela0010710Sec3
94489587533,Shamela0010710Sec3
94489587534,Shamela0010710Sec3
94489587535,Shamela0010710Sec3
51539950395,Shamela0010710Sec3
60129702406,Shamela0010710Sec3
60129702409,Shamela0010710Sec3
60129702407,Shamela0010710Sec3
137439275125,Shamela0010710Sec3
68719583912,Shamela0010710Sec3
137439275127,Shamela0010710Sec3
34359915658,Shamela0010710Sec3
34359915653,Shamela0010710Sec3
68719760374,Shamela0010710Sec3
34359915654,Shamela0010710Sec3
124249,Shamela0010710Sec3
34359915655,Shamela0010710Sec3
8590261030,Shamela0010710Sec3
8590261025,Shamela0010710Sec3
8590261029,Shamela0010710Sec3
8590261026,Shamela0010710Sec3
8590261028,Shamela0010710Sec3
231928423586,Shamela0010710Sec3
274878171131,Shamela0010710Sec3
8589935131,Shamela0010710Sec3
69047,Shamela0010710Sec3
249108327279,Shamela0010710Sec3
266288283581,Shamela0010710Sec3
206158472122,Shamela0010710Sec3
292057897039,Shamela0010710Sec3
249108327280,Shamela0010710Sec3
309237809919,Shamela0010710Sec3
60129718740,Shamela0010710Sec3
283468057177,Shamela0010710Sec3
154619172285,Shamela0010710Sec3
283468057175,Shamela0010710Sec3
309237809922,Shamela0010710Sec3
8590323164,Shamela0010710Sec3
266288258759,Shamela0010710Sec3
128849027216,Shamela0010710Sec3
128849027218,Shamela0010710Sec3
128849027215,Shamela0010710Sec3
128849027217,Shamela0010710Sec3
163208831613,Shamela0010710Sec3
163208831612,Shamela0010710Sec3
326417521895,Shamela0010710Sec3
60129930355,Shamela0010710Sec3
60129738254,Shamela0010710Sec3
146029100583,Shamela0010710Sec4
77309615603,Shamela0010710Sec4
77309615608,Shamela0010710Sec4
77309543320,Shamela0010710Sec4
68719503204,Shamela0010710Sec4
214748501242,Shamela0010710Sec4
77309600406,Shamela0010710Sec4
77309600405,Shamela0010710Sec4
60129617139,Shamela0010710Sec4
25769977134,Shamela0010710Sec4
25769977133,Shamela0010710Sec4
25769835214,Shamela0010710Sec4
133038,Shamela0010710Sec4
240518374884,Shamela0010710Sec4
133042,Shamela0010710Sec4
240518374880,Shamela0010710Sec4
154618829611,Shamela0010710Sec4
42950064883,Shamela0010710Sec4
240518348429,Shamela0010710Sec4
133042,Shamela0010710Sec4
133038,Shamela0010710Sec4
111669383105,Shamela0010710Sec4
34359940452,Shamela0010710Sec4
34359940450,Shamela0010710Sec4
94489330131,Shamela0010710Sec4
34359940456,Shamela0010710Sec4
51539836799,Shamela0010710Sec4
68719506027,Shamela0010710Sec4
180388956468,Shamela0010710Sec4
309237767816,Shamela0010710Sec4
51539859185,Shamela0010710Sec4
51539859187,Shamela0010710Sec4
51539859186,Shamela0010710Sec4
51539859188,Shamela0010710Sec4
223338438129,Shamela0010710Sec4
283468016179,Shamela0010710Sec4
360777339131,Shamela0010710Sec4
214748420160,Shamela0010710Sec4
42949926880,Shamela0010710Sec4
128849105283,Shamela0010710Sec4
128849105286,Shamela0010710Sec4
94489358231,Shamela0010710Sec4
128849105282,Shamela0010710Sec4
94489358224,Shamela0010710Sec4
68719585112,Shamela0010710Sec4
137439020114,Shamela0010710Sec4
120259253757,Shamela0010710Sec4
137439020118,Shamela0010710Sec4
42949963484,Shamela0010710Sec4
51539685280,Shamela0010710Sec4
51539685270,Shamela0010710Sec4
60129869891,Shamela0010710Sec4
60129869882,Shamela0010710Sec4
60129869886,Shamela0010710Sec4
51539640043,Shamela0010710Sec4
51539640040,Shamela0010710Sec4
51539640039,Shamela0010710Sec4
42949963482,Shamela0010710Sec4
51539640041,Shamela0010710Sec4
51539640045,Shamela0010710Sec4
68719696298,Shamela0010710Sec4
68719696300,Shamela0010710Sec4
68719696302,Shamela0010710Sec4
68719696299,Shamela0010710Sec4
68719696301,Shamela0010710Sec4
206158752997,Shamela0010710Sec4
17180200428,Shamela0010710Sec4
17180200430,Shamela0010710Sec4
17180200429,Shamela0010710Sec4
17180200431,Shamela0010710Sec4
214748500286,Shamela0010710Sec4
103079244869,Shamela0010710Sec4
170907,Shamela0010710Sec4
170904,Shamela0010710Sec4
231928358749,Shamela0010710Sec4
17180102154,Shamela0010710Sec4
231928358751,Shamela0010710Sec4
17180020653,Shamela0010710Sec4
17180020659,Shamela0010710Sec4
17180020660,Shamela0010710Sec4
17180020654,Shamela0010710Sec4
17180020656,Shamela0010710Sec4
60129799610,Shamela0010710Sec4
60129799611,Shamela0010710Sec4
17179896858,Shamela0010710Sec4
25770005704,Shamela0010710Sec4
214748508343,Shamela0010710Sec4
231928277088,Shamela0010710Sec4
51539758647,Shamela0010710Sec4
51539758650,Shamela0010710Sec4
51539758648,Shamela0010710Sec4
8590074272,Shamela0010710Sec4
103079500045,Shamela0010710Sec4
103079500051,Shamela0010710Sec4
17179917805,Shamela0010710Sec4
249108253770,Shamela0010710Sec4
283468086720,Shamela0010710Sec4
214748665926,Shamela0010710Sec4
214748665929,Shamela0010710Sec4
214748642077,Shamela0010710Sec4
214748665928,Shamela0010710Sec4
274877951929,Shamela0010710Sec4
214748650628,Shamela0010710Sec4
339697,Shamela0010710Sec4
223338423797,Shamela0010710Sec4
128849364242,Shamela0010710Sec4
85899709733,Shamela0010710Sec4
274877927469,Shamela0010710Sec4
128849364241,Shamela0010710Sec4
60129592934,Shamela0010710Sec4
274878230810,Shamela0010710Sec4
274878230802,Shamela0010710Sec4
274878230807,Shamela0010710Sec4
240518306494,Shamela0010710Sec4
240518306490,Shamela0010710Sec4
85899437891,Shamela0010710Sec4
85899437892,Shamela0010710Sec4
240518306488,Shamela0010710Sec4
240518306493,Shamela0010710Sec4
17180075879,Shamela0010710Sec4
103079249549,Shamela0010710Sec4
137439299951,Shamela0010710Sec4
137439299953,Shamela0010710Sec4
103079249548,Shamela0010710Sec4
137439299955,Shamela0010710Sec4
42949785576,Shamela0010710Sec4
42949991050,Shamela0010710Sec4
42949991051,Shamela0010710Sec4
300647914131,Shamela0010710Sec4
17180225628,Shamela0010710Sec4
42949761210,Shamela0010710Sec4
17180007453,Shamela0010710Sec4
17180007449,Shamela0010710Sec4
8589936771,Shamela0010710Sec4
17180007448,Shamela0010710Sec4
246866,Shamela0010710Sec4
198555,Shamela0010710Sec4
246867,Shamela0010710Sec4
197568766515,Shamela0010710Sec4
197568766519,Shamela0010710Sec4
231928416860,Shamela0010710Sec4
8589961251,Shamela0010710Sec4
120259321896,Shamela0010710Sec4
8589961248,Shamela0010710Sec4
197568513408,Shamela0010710Sec4
180388888240,Shamela0010710Sec5
25769897494,Shamela0010710Sec5
206158725641,Shamela0010710Sec5
25769897496,Shamela0010710Sec5
68719808434,Shamela0010710Sec5
206158725643,Shamela0010710Sec5
42949718616,Shamela0010710Sec5
103079404337,Shamela0010710Sec5
103079404339,Shamela0010710Sec5
51539943803,Shamela0010710Sec5
120259350666,Shamela0010710Sec5
231928382524,Shamela0010710Sec5
25769916419,Shamela0010710Sec5
25769916421,Shamela0010710Sec5
25769916420,Shamela0010710Sec5
25769916422,Shamela0010710Sec5
85899734858,Shamela0010710Sec5
85899734856,Shamela0010710Sec5
25769838062,Shamela0010710Sec5
34359959859,Shamela0010710Sec5
85899381639,Shamela0010710Sec5
257698130643,Shamela0010710Sec5
335007642598,Shamela0010710Sec5
120259097193,Shamela0010710Sec5
188978644140,Shamela0010710Sec5
51539610546,Shamela0010710Sec5
51539610544,Shamela0010710Sec5
188978706005,Shamela0010710Sec5
8590157571,Shamela0010710Sec5
8590157570,Shamela0010710Sec5
8590157572,Shamela0010710Sec5
103079355949,Shamela0010710Sec5
154618846164,Shamela0010710Sec5
309237900219,Shamela0010710Sec5
68719504540,Shamela0010710Sec5
68719504539,Shamela0010710Sec5
223338537110,Shamela0010710Sec5
68719532740,Shamela0010710Sec5
42949855489,Shamela0010710Sec6
34359777347,Shamela0010710Sec6
34359777349,Shamela0010710Sec6
42949855491,Shamela0010710Sec6
154619187290,Shamela0010710Sec6
249108294989,Shamela0010710Sec6
163208783160,Shamela0010710Sec6
249108301674,Shamela0010710Sec6
283468052540,Shamela0010710Sec6
231928296357,Shamela0010710Sec6
283468052541,Shamela0010710Sec6
283468052543,Shamela0010710Sec6
317827850029,Shamela0010710Sec6
343597716891,Shamela0010710Sec6
292057926460,Shamela0010710Sec6
60129869644,Shamela0010710Sec6
137439036795,Shamela0010710Sec6
137439036792,Shamela0010710Sec6
137439036794,Shamela0010710Sec6
137439036793,Shamela0010710Sec6
68719527992,Shamela0010710Sec6
68719527988,Shamela0010710Sec6
68719527991,Shamela0010710Sec6
68719527990,Shamela0010710Sec6
42949986759,Shamela0010710Sec6
42949986757,Shamela0010710Sec6
42949986756,Shamela0010710Sec6
68719514210,Shamela0010710Sec6
137439029089,Shamela0010710Sec6
214748410977,Shamela0010710Sec6
214748410976,Shamela0010710Sec6
292058051115,Shamela0010710Sec6
231928325876,Shamela0010710Sec6
94489492409,Shamela0010710Sec6
231928325877,Shamela0010710Sec6
343597764306,Shamela0010710Sec6
317827638249,Shamela0010710Sec6
25769919278,Shamela0010710Sec6
139731,Shamela0010710Sec6
139730,Shamela0010710Sec6
17180110263,Shamela0010710Sec6
17180110262,Shamela0010710Sec6
180388653511,Shamela0010710Sec7
180388653512,Shamela0010710Sec7
77309536512,Shamela0010710Sec7
180388653513,Shamela0010710Sec7
214412,Shamela0010710Sec8
85899683661,Shamela0010710Sec8
283467962276,Shamela0010710Sec8
103079555934,Shamela0010710Sec8
292057885196,Shamela0010710Sec8
249108166731,Shamela0010710Sec8
292057885198,Shamela0010710Sec8
146029204648,Shamela0010710Sec8
274877909165,Shamela0010710Sec8
68719660500,Shamela0010710Sec8
68719660501,Shamela0010710Sec8
94489625656,Shamela0010710Sec8
68719626768,Shamela0010710Sec8
137439084760,Shamela0010710Sec8
8589993091,Shamela0010710Sec8
68719551013,Shamela0010710Sec8
206158810375,Shamela0010710Sec8
68719551016,Shamela0010710Sec8
180388777704,Shamela0010710Sec8
335007538273,Shamela0010710Sec10
25770148757,Shamela0010710Sec10
395137354339,Shamela0010710Sec10
25770011631,Shamela0010710Sec10
25770011630,Shamela0010710Sec10
146029234964,Shamela0010710Sec10
197568560934,Shamela0010710Sec10
8590180205,Shamela0010710Sec10
8590180204,Shamela0010710Sec10
8589981532,Shamela0010710Sec10
8589981531,Shamela0010710Sec10
223338597950,Shamela0010710Sec10
51539940023,Shamela0010710Sec10
283468076203,Shamela0010710Sec10
300647893035,Shamela0010710Sec10
300647787682,Shamela0010710Sec10
8590074126,Shamela0010710Sec10
8590008445,Shamela0010710Sec10
8590008444,Shamela0010710Sec10
8590008446,Shamela0010710Sec10
94489302782,Shamela0010710Sec10
51539730649,Shamela0010710Sec10
120259245731,Shamela0010710Sec10
128849188966,Shamela0010710Sec10
51539813908,Shamela0010710Sec10
188978753886,Shamela0010710Sec10
8589997972,Shamela0010710Sec10
137438961073,Shamela0010710Sec10
77309571275,Shamela0010710Sec10
51539645829,Shamela0010710Sec10
111669270506,Shamela0010710Sec10
17180047872,Shamela0010710Sec10
68719579576,Shamela0010710Sec10
111669270507,Shamela0010710Sec10
34360046738,Shamela0010710Sec10
34360046752,Shamela0010710Sec10
34360046749,Shamela0010710Sec10
113847,Shamela0010710Sec10
113848,Shamela0010710Sec10
113854,Shamela0010710Sec10
113853,Shamela0010710Sec10
231005,Shamela0010710Sec10
231004,Shamela0010710Sec10
113853,Shamela0010710Sec10
231011,Shamela0010710Sec10
231009,Shamela0010710Sec10
42949996861,Shamela0010710Sec10
34360041601,Shamela0010710Sec10
197568589745,Shamela0010710Sec10
34360041591,Shamela0010710Sec10
34360041593,Shamela0010710Sec10
17180098823,Shamela0010710Sec10
34360041594,Shamela0010710Sec10
137439327277,Shamela0010710Sec10
249108264926,Shamela0010710Sec10
42949973649,Shamela0010710Sec10
42949758117,Shamela0010710Sec10
223338523643,Shamela0010710Sec10
223338523630,Shamela0010710Sec10
223338523638,Shamela0010710Sec10
171799017289,Shamela0010710Sec10
146029232704,Shamela0010710Sec10
146029232703,Shamela0010710Sec10
146029232700,Shamela0010710Sec10
146029232706,Shamela0010710Sec10
42950020664,Shamela0010710Sec10
34359907995,Shamela0010710Sec10
163209142820,Shamela0010710Sec10
8590134020,Shamela0010710Sec10
111669463017,Shamela0010710Sec10
42950023006,Shamela0010710Sec10
42950023008,Shamela0010710Sec10
17179884290,Shamela0010710Sec10
60129580284,Shamela0010710Sec10
60129580283,Shamela0010710Sec10
149370,Shamela0010710Sec10
60129580289,Shamela0010710Sec10
171799035611,Shamela0010710Sec10
8590191468,Shamela0010710Sec10
34359786368,Shamela0010710Sec10
34359786366,Shamela0010710Sec10
